"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Nursing Care Services","Physical Therapy Services","Occupational Therapy Services","Speech Pathology Services","Medical Social Services","Home Health Aide Services","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients whose bladder control improves","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who are short of breath less often","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who stay at home after an episode of home health care ends","Percentage of patients who need unplanned medical care related to a wound that is new, is worse, or has become infected","Percentage of patients whose wounds improved or healed after an operation"
"679623","APPROVED HOME HEALTH CARE","200 SILKEN CROSSING SUITE 202","MIDLOTHIAN","TX","76065","9727232933","Proprietary",4/13/2007 0:00:00,"Y","Y","Y","Y","Y","Y",26,52,13,34,46,40,34,37,25,55,1,199
"239034","AQUARIUS HOME CARE, LLC","3200 EAST 12 MILE ROAD, SUITE 204","WARREN","MI","48092","5865761955","Proprietary",4/16/2009 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"679710","AR HOMEHEALTH","2200 NORTH LOOP WEST SUITE 108","HOUSTON","TX","77018","7132909554","Proprietary",2/14/2008 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,27,25,68,0,199
"047004","AR METH MED CTR HH","900 WEST KINGSHIGHWAY","PARAGOULD","AR","72451","8702397152","Voluntary Non Profit - Other",8/1/1970 0:00:00,"Y","Y","N","Y","Y","Y",57,72,37,74,71,46,71,23,18,74,0,83
"743176","AR MONI HEALTHCARE SERVICES INC","7524 BOSQUE SQUARE SUITE B","WACO","TX","76712","2542356074","Proprietary",7/23/2008 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,0,199
"109314","AR PROFESSIONAL SERVICE INC","7843 SW 40 ST","MIAMI","FL","33155","3052615155","Proprietary",7/24/2009 0:00:00,"Y","Y","Y","N","N","Y",201,201,201,201,201,201,201,201,201,201,201,201
"058399","ARARAT HOME HEALTH CARE, INC","6033 WOODMAN AVE","VAN NUYS","CA","91401","8187829123","Proprietary",9/21/2007 0:00:00,"Y","Y","Y","Y","Y","Y",36,24,25,63,44,16,19,24,21,73,1,199
"677843","ARC HOME HEALTHCARE","2201 MIDWAY ROAD  112","CARROLLTON","TX","75006","2148239960","Proprietary",3/10/2006 0:00:00,"Y","Y","Y","Y","Y","Y",27,26,22,36,30,28,25,31,26,65,4,199
"237709","ARC VISTA HOME CARE, INC","6321 NORMANDY DR, SUITE 2","SAGINAW","MI","48603","9897919180","Proprietary",10/16/2007 0:00:00,"Y","Y","Y","Y","Y","Y",59,63,64,89,87,63,81,18,24,78,0,199
"557580","ARCADIA HEALTH CARE","1375 SUTTER AVE, SUITE 110","SAN FRANCISCO","CA","94109","4152552880","Proprietary",7/20/1995 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,45,39,47,0,199
"367681","ARCADIA HEALTH CARE","14077 CEDAR ROAD","SOUTH EUCLID","OH","44118","2163209502","Proprietary",7/30/1996 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"117024","ARCHBOLD HOME HEALTH SERVICES","400 OLD ALBANY ROAD","THOMASVILLE","GA","31792","2292282200","Voluntary Non Profit - Other",10/1/1974 0:00:00,"Y","Y","Y","Y","Y","Y",38,61,56,69,60,37,70,31,26,65,2,89
"147658","ARDENT HOME HEALTH CARE INC","6634 WEST ROOSEVELT ROAD","OAK PARK","IL","60304","7083581800","Proprietary",12/26/1996 0:00:00,"Y","Y","Y","Y","Y","Y",44,44,45,67,68,45,55,38,4,60,0,199
"047315","AREA AGENCY OF AGING OF SOUTHEAST ARKANSAS, INC","807 NORTH MAIN","STUTTGART","AR","72160","8706737146","Voluntary Non Profit - Private",9/2/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,56,45,40,1,199
"679100","AREA HOME CARE INC","201 W 4TH","PLAINVIEW","TX","79072","8062962323","Proprietary",1/15/2002 0:00:00,"Y","Y","Y","Y","N","Y",45,45,14,71,62,199,47,40,41,53,1,85
"407027","ARECIBO MEDICAL HCP INC","URB GARCIA CALLE MORELL CAMPOS #57","ARECIBO","PR","00612","7878792955","Voluntary Non Profit - Private",9/9/1996 0:00:00,"Y","Y","N","N","Y","Y",44,61,54,91,82,57,86,27,13,68,1,95
"177304","ARGUS HOME CARE SPECIALISTS GARDEN CITY LLC","310 EAST WALNUT SUITE 208","GARDEN CITY","KS","67846","6202710120","Voluntary Non Profit - Religious Affiliations",10/7/1996 0:00:00,"Y","Y","N","N","Y","Y",31,47,25,66,54,36,34,33,28,58,3,75
"067193","ARGUS HOME CARE, INC","807 W 4TH STREET","PUEBLO","CO","81003","7195432634","Proprietary",10/9/1991 0:00:00,"Y","Y","N","N","Y","Y",36,41,44,49,49,21,47,33,29,61,1,87
"067098","ARGUS OF COLORADO HOME HEALTH AGENCY","1627 VINE STREET","DENVER","CO","80206","3033224100","Proprietary",10/20/1983 0:00:00,"Y","Y","Y","Y","Y","Y",40,44,43,54,59,32,59,31,28,65,1,78
"187015","ARH PIKE COUNTY HOME HEALTH AGENCY","260 HOSPITAL DRIVE","SOUTH WILLIAMSON","KY","41503","6062371716","Voluntary Non Profit - Private",11/10/1967 0:00:00,"Y","Y","N","Y","Y","Y",48,52,70,74,72,40,67,35,38,64,1,89
"459370","ARIA HOME HEALTH INC","2351 WEST NORTHWEST HIGHWAY 3190","DALLAS","TX","75220","2143661026","Proprietary",7/29/1997 0:00:00,"Y","Y","Y","Y","Y","Y",52,59,51,74,88,50,63,23,22,73,0,90
"677934","ARISCO HOME HEALTHCARE SERVICES INC","120 SOUTH MAIN #316","VICTORIA","TX","77901","3615733377","Proprietary",5/15/2006 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,39,37,60,3,199
"147958","ARISE AFRESH, LLC","5058 CAPRI LANE","RICHTON PARK","IL","60471","7082839000","Proprietary",3/23/2007 0:00:00,"Y","N","N","N","N","Y",35,30,49,49,45,31,37,34,10,64,0,199
"679426","ARISE HOME HEALTH","4220 SOUTH LANCASTER ROAD","DALLAS","TX","75216","2143750101","Proprietary",2/11/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,0,199
"678155","ARISE HOME HEALTH CARE INC","215 W 9TH STREET SUITE A","MISSION","TX","78572","9565801155","Proprietary",2/27/1996 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,63,199,199,58,28,36,2,199
"108140","ARIZA QUALITY MEDICAL SERVICES, INC","11401 SW 40TH STREET, STE 211","MIAMI","FL","33165","3054859558","Proprietary",2/17/2005 0:00:00,"Y","Y","Y","Y","Y","Y",88,82,67,97,96,78,100,19,5,81,0,199
"037199","ARIZONA HOME CARE","1626 SOUTH EDWARD DRIVE","TEMPE","AZ","85281","6022525000","Proprietary",10/28/1996 0:00:00,"Y","Y","Y","Y","Y","Y",41,48,48,58,60,39,60,27,25,69,1,68
"037218","ARIZONA HOME REHAB & HEALTH CARE, AN AMEDISYS COMP","1841 WEST 25TH STREET, SUITE A-1","YUMA","AZ","85364","9283441701","Proprietary",4/12/2002 0:00:00,"Y","Y","Y","Y","Y","Y",48,59,55,62,67,40,66,22,22,74,2,88
"197247","ARK LA TEX HOME HEALTH,  INC.","2090 STOCKWELL ROAD","BOSSIER CITY","LA","71111","3187476180","Proprietary",5/19/1989 0:00:00,"Y","Y","Y","Y","N","Y",53,42,51,55,67,52,47,47,46,49,0,199
"047865","ARKANSAS COUNTY HEALTH UNIT","1602 NORTH BUERKLE","STUTTGART","AR","72160","8706736601","Government - State/County",7/1/1966 0:00:00,"Y","Y","N","N","N","Y",36,24,199,73,43,7,37,36,44,56,11,83
"047883","ARKANSAS COUNTY HEALTH UNIT","1616 SOUTH MADISON","DE WITT","AR","72042","8709462662","Government - State/County",3/31/1987 0:00:00,"Y","Y","Y","N","N","Y",36,18,199,199,40,199,20,41,17,57,0,199
"059023","ARKEN HEALTHCARE SERVICES, INC","612 WEST GRAND BLVD #11","CORONA","CA","92882","9512797877","Proprietary",11/19/2008 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"367448","ARLINGWORTH HEALTH, INC","5880 SAWMILL ROAD, SUITE 200","DUBLIN","OH","43017","6149237000","Proprietary",7/7/1989 0:00:00,"Y","Y","Y","Y","Y","Y",56,67,70,71,72,56,80,20,24,79,2,93
"248076","AROUND THE CLOCK HOME CARE","2257 LOUISIANA AVENUE SOUTH","SAINT LOUIS PARK","MN","55426","9528480935","Proprietary",4/18/2002 0:00:00,"Y","Y","N","N","N","Y",27,44,39,24,44,25,35,46,41,40,1,199
"557765","AROUND THE CLOCK HOME CARE","5251 OFFICE PARK DRIVE, SUITE 400","BAKERSFIELD","CA","93309","6613955800","Proprietary",1/16/1997 0:00:00,"Y","Y","Y","Y","Y","Y",48,57,51,60,62,38,53,27,27,69,2,91
"077238","AROUND THE CLOCK NURSING SERVICES, LLC","145 TOLCOTTVILLE ROAD","VERNON","CT","06066","8608715996","Proprietary",9/27/2006 0:00:00,"Y","Y","Y","Y","Y","Y",36,199,199,73,55,39,55,55,35,36,1,199
"058013","ARPI, INC HOME HEALTH CARE","801 CHEVY CHASE DRIVE","GLENDALE","CA","91205","8182393949","Proprietary",6/6/1997 0:00:00,"Y","Y","Y","Y","Y","Y",50,54,45,70,67,40,60,25,0,73,0,89
"057706","ARROWHEAD REGIONAL MED CTR HHA","400 N PEPPER AVENUE","COLTON","CA","92324","9095800050","Government - State/County",7/22/1985 0:00:00,"Y","Y","Y","Y","Y","Y",41,58,49,74,71,40,69,28,35,68,4,82
"058445","ART HOME HEALTH CARE, INC","15342 HAWTHORNE AVE SUITE 400","LAWNDALE","CA","90260","3106443444","Proprietary",2/8/2008 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,47,51,51,7,199
"227494","ART OF CARE INC","167 COREY ROAD, SUITE 209","BOSTON","MA","02135","6175667500","Proprietary",12/12/2006 0:00:00,"Y","Y","N","N","N","Y",46,51,45,70,70,51,60,24,25,74,0,199
"557775","AS'LIEF HOME HEALTH","4138 EAGLE ROCK BLVD, SUITE B","LOS ANGELES","CA","90065","9093975688","Proprietary",1/21/1997 0:00:00,"Y","Y","Y","Y","Y","Y",47,58,38,59,67,39,43,27,9,65,0,72
"107644","ASA HOME CARE SVCS INC","8700 WEST FLAGLER STREET, SUITE 110","MIAMI","FL","33174","3054476516","Proprietary",5/9/2001 0:00:00,"Y","Y","Y","Y","Y","Y",32,25,22,39,45,35,32,32,21,65,0,80
"368139","ASAP HOME NURSES, INC","ONE PARK CENTRE, SUITE 107","WADSWORTH","OH","44281","3303347027","Proprietary",7/13/2006 0:00:00,"Y","Y","Y","Y","Y","Y",43,45,199,59,52,41,71,31,14,62,0,199
"097051","ASAP SERVICES CORPORATION","1120 CONNECTICUT AVENUE NW","WASHINGTON","DC","20036","2022932931","Proprietary",12/13/2002 0:00:00,"Y","Y","Y","Y","Y","Y",27,56,50,42,57,50,35,11,12,86,2,199
"679367","ASC HEALTHCARE INC","3703 NORTH WARE ROAD","MCALLEN","TX","78501","8776879998","Proprietary",10/16/2003 0:00:00,"Y","Y","Y","Y","Y","Y",53,54,199,58,87,49,60,41,41,52,1,199
"673192","ASCEND HOME CARE LLC","315 MELSHIRE STREET","SUNNYVALE","TX","75182","9722265884","Proprietary",3/29/2005 0:00:00,"Y","Y","Y","Y","Y","Y",53,60,199,74,85,76,78,13,0,75,2,199
"679559","ASCENSIA HOME HEALTH AGENCY","6322 SOVEREIGN DR STE 260","SAN ANTONIO","TX","78229","2105210575","Proprietary",10/2/2006 0:00:00,"Y","Y","Y","Y","Y","N",199,199,199,199,199,199,199,199,199,199,0,199
"108110","ASCENTIA HOME HEALTH CARE LLC","2495 ENTERPRISE ROAD, STE 101","CLEARWATER","FL","33763","7277231233","Proprietary",10/28/2004 0:00:00,"Y","Y","Y","Y","Y","Y",53,59,63,68,72,51,62,24,23,74,1,83
"108486","ASCENTIA HOME HEALTH CARE LLC","2801 W BUSCH BLVD SUITE 101","TAMPA","FL","33618","8132280901","Proprietary",4/1/2008 0:00:00,"Y","Y","Y","Y","Y","Y",47,49,68,65,66,49,67,28,18,70,1,77
"237679","ASCENTION HOME HEALTH SERVICES, LTD","23439 MICHIGAN AVENUE, SUITE 1W","DEARBORN","MI","48124","3132775035","Proprietary",4/2/2007 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"108158","ASERACARE HOME HEALTH","604 COURTLAND STREET STE 131","ORLANDO","FL","32804","4076290927","Proprietary",2/1/2005 0:00:00,"Y","Y","Y","Y","Y","Y",35,51,38,65,62,34,54,25,29,74,2,90
"107513","ASERACARE HOME HEALTH","5509 WEST GRAY STREET, SUITE 204","TAMPA","FL","33609","8132893778","Proprietary",2/6/1996 0:00:00,"Y","Y","Y","Y","Y","Y",47,59,51,64,63,42,65,28,24,69,0,79
"107429","ASERACARE HOME HEALTH","3629 UNIVERSAL PLAZA","NEW PORT RICHEY","FL","34652","7279429000","Proprietary",2/7/1992 0:00:00,"Y","Y","Y","Y","Y","Y",39,52,43,66,58,34,57,25,22,71,1,79
"107410","ASERACARE HOME HEALTH","2200 TALL PINES BLVD, STE 120","LARGO","FL","33771","7275590331","Proprietary",5/13/1991 0:00:00,"Y","Y","Y","Y","Y","Y",40,51,55,69,65,42,58,26,21,72,1,76
"107210","ASERACARE HOME HEALTH","1901 SOUTH CONGRESS AVE, SUITE 400","BOYNTON BEACH","FL","33426","5616869988","Proprietary",9/10/1985 0:00:00,"Y","Y","Y","Y","Y","Y",41,52,59,64,63,43,56,27,17,69,0,84
"107143","ASERACARE HOME HEALTH","3541 NORTH PINE ISLAND ROAD","SUNRISE","FL","33351","9547480002","Proprietary",4/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",37,42,53,66,54,33,54,27,19,69,0,88
"108017","ASERACARE HOME HEALTH","32634 BLOSSOM LANE SUITE 102","LEESBURG","FL","34788","3523434107","Proprietary",12/19/2003 0:00:00,"Y","Y","Y","Y","Y","Y",48,64,55,69,72,41,69,29,19,68,0,90
"527282","ASERACARE HOME HEALTH","6737 W WASHINGTON ST  STE 3200","WEST ALLIS","WI","53214","4146070347","Proprietary",4/25/2003 0:00:00,"Y","Y","Y","Y","Y","Y",41,65,57,59,60,35,67,35,22,63,1,99
"398026","ASERACARE HOME HEALTH","690 STOCKTON DRIVE SUITE 104","EXTON","PA","19341","6104583703","Proprietary",8/18/2005 0:00:00,"Y","Y","Y","Y","Y","Y",53,60,199,199,72,49,61,35,38,61,0,199
"398021","ASERACARE HOME HEALTH","1500 ARDMORE BOULEVARD SUITE 501","PITTSBURGH","PA","15221","4122712273","Proprietary",5/24/2005 0:00:00,"Y","Y","Y","Y","Y","Y",44,61,54,66,64,38,66,28,19,69,1,73
"398022","ASERACARE HOME HEALTH","749 NORTHERN BOULEVARD","CLARKS SUMMIT","PA","18411","5705864573","Proprietary",4/8/2005 0:00:00,"Y","Y","Y","Y","Y","Y",38,66,59,54,54,43,53,23,16,74,0,78
"248090","ASERACARE HOME HEALTH","5001 AMERICAN BOULEVARD, SUITE 625","BLOOMINGTON","MN","55437","9528355314","Proprietary",8/3/2005 0:00:00,"Y","Y","Y","Y","Y","Y",40,61,54,60,63,40,63,31,32,66,3,82
"287127","ASERACARE HOME HEALTH","8702 FREDERICK","OMAHA","NE","68124","4023970211","Proprietary",7/8/2005 0:00:00,"Y","Y","Y","Y","Y","Y",49,54,49,58,68,38,60,28,26,69,2,98
"108353","ASHER HEALTH CARE LLC","1065 NE 125 ST #101","NORTH MIAMI","FL","33181","3058992000","Proprietary",8/25/2006 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"387130","ASHER HOME HEALTH SERVICES","712 JAY STREET","FOSSIL","OR","97830","5417632725","Voluntary Non Profit - Other",4/6/1994 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,45,35,52,9,199
"387064","ASHLAND COMM HOSP HH SERVICES","1970 ASHLAND STREET, SUITE 1","ASHLAND","OR","97520","5415529900","Voluntary Non Profit - Private",7/1/1983 0:00:00,"Y","Y","Y","Y","Y","Y",50,73,59,65,69,42,70,22,23,73,1,74
"677921","ASHLAND HOME HEALTH","440 BENMAR DR SUITE 2286","HOUSTON","TX","77060","7136885590","Proprietary",4/17/2006 0:00:00,"Y","Y","Y","Y","Y","Y",39,39,199,51,62,199,199,39,38,58,7,199
"357008","ASHLEY  HOME HEALTH AGENCY","612 CENTER AVE N","ASHLEY","ND","58413","7012883433","Voluntary Non Profit - Other",7/5/1968 0:00:00,"Y","Y","N","Y","N","Y",36,199,199,199,57,199,199,30,29,65,3,199
"047886","ASHLEY COUNTY HEALTH UNIT","1300 WEST FIFTH AVENUE","CROSSETT","AR","71635","8703644035","Government - State/County",6/9/1987 0:00:00,"Y","Y","Y","N","N","Y",36,39,199,61,51,199,39,37,19,57,1,199
"047800","ASHLEY COUNTY HEALTH UNIT","401 NORTH CHERRY STREET","HAMBURG","AR","71646","8708538980","Government - State/County",7/1/1966 0:00:00,"Y","Y","Y","Y","N","Y",41,29,7,58,59,25,47,31,3,64,2,97
"367128","ASHTABULA REGIONAL HOME HEALTH","3949 JEFFERSON ROAD","ASHTABULA","OH","44004","4409924663","Voluntary Non Profit - Private",8/19/1974 0:00:00,"Y","Y","Y","Y","Y","Y",53,59,50,69,65,48,67,38,23,60,1,86
"557754","ASIAN AMERICAN HOME CARE, INC","704 BROADWAY, SUITE 202","OAKLAND","CA","94607","5104331068","Proprietary",11/4/1996 0:00:00,"Y","Y","Y","Y","Y","Y",52,60,60,70,74,51,78,20,21,80,0,89
"527293","ASIAN HOME HEALTH CARE","1202 NORTH BROADWAY","MENOMONIE","WI","54751","7152540893","Proprietary",2/9/2006 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"557747","ASIAN NETWORK PACIFIC HOME CARE, INC","212 9TH STREET, SUITE 205","OAKLAND","CA","94607","5102681118","Proprietary",10/2/1996 0:00:00,"Y","Y","Y","Y","Y","Y",69,72,73,92,96,63,83,7,8,92,0,94
"743181","ASPEN HEALTHCARE SERVICES INC","998 LITTLE DEN DRIVE","LEWISVILLE","TX","75067","9723162035","Proprietary",10/7/2008 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,26,18,62,4,199
"058237","ASPEN HOME HEALTH AND REHAB","12750 CENTER COURT DRIVE  SUITE 405","CERRITOS","CA","90703","5628097000","Proprietary",1/8/2004 0:00:00,"Y","Y","Y","Y","Y","Y",44,55,52,63,69,44,63,29,8,67,0,84
"147923","ASPEN HOME HEALTH CARE","5244 WEST IRVING PARK ROAD, #1 WEST","CHICAGO","IL","60641","7736857338","Proprietary",2/8/2007 0:00:00,"Y","Y","Y","Y","Y","Y",45,52,199,57,49,37,70,29,23,66,1,199
"137081","ASPEN HOME HEALTH SERVICES","3470 WASHINGTON PKWY","IDAHO FALLS","ID","83404","2085290800","Proprietary",6/23/1995 0:00:00,"Y","Y","Y","Y","Y","Y",44,55,41,56,58,38,57,22,20,71,0,83
"067428","ASPIRE HOME CARE","5200 DTC PARKWAY, #160","GREENWOOD VILLAGE","CO","80111","7204790580","Proprietary",3/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",48,46,48,46,65,38,68,22,23,70,1,70
"058326","ASPIRE HOME HEALTHCARE","12520 HIGH BLUFF DRIVE, SUITE 160","SAN DIEGO","CA","92130","8587559600","Proprietary",4/27/2006 0:00:00,"Y","Y","Y","Y","Y","Y",51,53,53,65,66,43,49,24,19,73,0,86
"237212","ASPIRUS KEWEENAW HOME HEALTH & HOSPICE","311 SIXTH STREET","CALUMET","MI","49913","9063375700","Voluntary Non Profit - Private",6/12/1989 0:00:00,"Y","Y","Y","Y","Y","Y",47,58,48,58,63,48,61,31,21,64,1,84
"237000","ASPIRUS SUPERIOR HOME HEALTH & HOSPICE, INC","540 DEPOT ST","HANCOCK","MI","49930","9064827382","Government - Local",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",38,47,40,55,59,37,47,40,37,55,4,94
"527016","ASPIRUS VNA HOME HEALTH INC","520 NORTH 32ND AVENUE","WAUSAU","WI","54401","7158472600","Voluntary Non Profit - Private",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",67,62,48,61,78,50,73,8,14,92,1,78
"457935","ASSET HEALTH SERVICES INC","14906 LAYTHAM LANE SUITE A","SUGAR LAND","TX","77498","2814959899","Proprietary",11/16/2005 0:00:00,"Y","Y","Y","Y","Y","Y",45,53,28,48,83,29,70,8,15,94,0,199
"677742","ASSIST MED INC","800 TULLY SUITE 200","HOUSTON","TX","77079","8323003100","Proprietary",1/26/1994 0:00:00,"Y","N","N","Y","Y","Y",44,50,42,65,62,46,50,32,25,65,2,81
"459266","ASSISTCARE","100 ZEID BOULEVARD SUITE B","HENDERSON","TX","75652","9036574413","Proprietary",5/13/1997 0:00:00,"Y","Y","Y","Y","Y","Y",48,49,41,59,69,44,50,50,21,39,1,199
"347224","ASSISTED CARE HOME HEALTH INC","1003 OLD WATERFORD WAY, STE 1-B","LELAND","NC","28451","9103322341","Proprietary",8/26/1997 0:00:00,"Y","Y","Y","Y","Y","Y",38,49,28,57,56,26,53,25,22,72,1,73
"417035","ASSISTED DAILY LIVING, INC.","2809 POST ROAD","WARWICK","RI","02886","4017385470","Proprietary",10/7/1993 0:00:00,"Y","Y","Y","Y","Y","Y",51,66,55,72,65,44,69,39,24,59,1,92
"557784","ASSISTED HEALTHCARE SERVICES","1900 W GARVEY AVENUE, S, SUITE 220","WEST COVINA","CA","91790","6269749720","Proprietary",3/13/1997 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,42,26,58,3,199
"557514","ASSISTED HEALTHCARE SERVICES","16909 PARTHENIA ST STE 206","NORTH HILLS","CA","91343","8188947879","Proprietary",3/17/1995 0:00:00,"Y","Y","Y","Y","Y","N",199,199,199,199,199,199,199,199,199,199,199,199
"058324","ASSISTED HEALTHCARE SERVICES","228 W CARRILLO ST STE B","SANTA BARBARA","CA","93101","8055692000","Proprietary",4/20/2006 0:00:00,"Y","Y","Y","Y","Y","Y",47,62,64,69,74,46,78,22,18,75,0,84
"037220","ASSISTED HEALTHCARE SERVICES","8165 EAST INDIAN BEND, # 101","SCOTTSDALE","AZ","85250","4808602345","Proprietary",1/22/2003 0:00:00,"Y","Y","Y","Y","Y","Y",46,65,53,68,66,49,68,29,24,68,1,79
"058039","ASSISTED HOME CARE","2140 EASTMAN AVE STE 205","VENTURA","CA","93003","8056772100","Proprietary",1/8/1999 0:00:00,"Y","Y","Y","Y","Y","Y",48,59,57,67,72,45,70,23,16,74,0,89
"557089","ASSISTED HOME CARE","16909 PARTHENIA ST STE  201","NORTH HILLS","CA","91343","8188948117","Proprietary",6/28/1990 0:00:00,"Y","Y","Y","Y","Y","Y",50,64,51,67,71,49,68,24,12,72,0,74
"407327","ASSOC VIS NURSE (GREGORIA AU)","H 121 ATENAS STREET FOREST HILLS","BAYAMON","PR","00959","7877804010","Voluntary Non Profit - Private",10/30/1981 0:00:00,"Y","Y","Y","Y","Y","Y",46,53,38,90,74,40,83,31,23,64,0,74
"407326","ASSOC VIS NURSE (GREGORIA AUF)","784 CAMPO RICO AVE","RIO PIEDRAS","PR","00924","7877627666","Voluntary Non Profit - Private",10/23/1981 0:00:00,"Y","Y","Y","Y","Y","Y",58,76,46,94,91,81,84,26,8,70,0,82
"407001","ASSOCIACION DE ENFERMERIA VISI","114 ELEANOR ROOSEVELT AVE 2 FLOOR","HATO REY","PR","00918","7877597036","Voluntary Non Profit - Private",1/13/1967 0:00:00,"Y","Y","Y","Y","Y","Y",40,44,40,90,66,31,70,32,15,64,0,91
"397502","ASSOCIATED FAMILY HOME CARE","68 WEST BENNETT STREET","KINGSTON","PA","18704","5702835917","Proprietary",4/24/1991 0:00:00,"Y","Y","Y","Y","N","Y",45,43,32,78,63,33,36,36,25,60,1,81
"397794","ASSOCIATED HOME HEALTH","604 OAK STREET","IRWIN","PA","15642","7248635503","Proprietary",8/7/2003 0:00:00,"Y","Y","Y","Y","Y","Y",43,56,59,71,62,39,64,35,33,63,2,79
"367607","ASSOCIATED HOME HEALTH","215 MAIN STREET, SUITE A","WINTERSVILLE","OH","43953","7402646311","Proprietary",11/2/1994 0:00:00,"Y","Y","Y","Y","Y","Y",36,33,31,46,43,42,33,45,6,51,1,83
"108212","ASSOCIATED HOME HEALTH","1401 SE GOODTREE DRIVE SUITE 102","FORT PIERCE","FL","34952","7724894131","Proprietary",9/28/2005 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"108012","ASSOCIATED HOME HEALTH","1441 FOREST HILL BLVD #300","WEST PALM BEACH","FL","33410","5612729494","Proprietary",12/30/2003 0:00:00,"Y","Y","Y","Y","Y","Y",55,65,61,74,57,49,64,21,16,77,0,89
"107778","ASSOCIATED HOME HEALTH","3200 N WICKHAM ROAD SUITE 4","MELBOURNE","FL","32935","3212428228","Proprietary",6/4/2003 0:00:00,"Y","Y","Y","Y","Y","Y",49,58,72,75,71,58,78,22,19,75,1,88
"107774","ASSOCIATED HOME HEALTH","2370 DREW STREET, SUITE A","LARGO","FL","33770","7277267400","Proprietary",5/28/2003 0:00:00,"Y","Y","Y","Y","Y","Y",52,66,63,71,71,54,74,17,18,81,0,85
"108084","ASSOCIATED HOME HEALTH","1401 SW GOLDTREE DR STE 101","PORT SAINT LUCIE","FL","34952","7723350166","Proprietary",8/3/2004 0:00:00,"Y","Y","Y","Y","Y","Y",49,50,48,61,60,45,55,22,20,75,1,57
"108097","ASSOCIATED HOME HEALTH","3313 W COMMERCIAL BLVD SUITE 113","FORT LAUDERDALE","FL","33309","9549383500","Proprietary",9/15/2004 0:00:00,"Y","Y","Y","Y","Y","Y",52,65,73,74,82,70,67,20,16,75,0,83
"107542","ASSOCIATED HOME HEALTH","5790 NW 72ND AVE","MIAMI","FL","33166","3059170363","Proprietary",7/9/1996 0:00:00,"Y","Y","N","N","Y","Y",52,68,48,79,75,46,74,16,13,80,0,199
"107588","ASSOCIATED HOME HEALTH","4714 NORTH ARMENIA AVENUE, STE 101","TAMPA","FL","33603","8139620070","Proprietary",10/9/1998 0:00:00,"Y","Y","Y","Y","Y","Y",45,60,42,67,64,46,70,18,20,79,0,85
"157249","ASSOCIATED HOMECARE INC","2255 STURDY RD","VALPARAISO","IN","46383","2194656176","Proprietary",5/13/1993 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,56,13,30,3,199
"017139","ASSOCIATES HOME HEALTH","102 WEST CONECUH AVE","UNION SPRINGS","AL","36089","3347384155","Proprietary",12/12/1994 0:00:00,"Y","Y","N","N","N","Y",47,199,199,199,199,199,199,37,21,53,0,199
"453158","ASSOCIATES HOME HEALTH AGENCY","6322 SOVEREIGN SUITE #108","SAN ANTONIO","TX","78229","2105418707","Voluntary Non Profit - Private",9/17/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,44,31,45,2,199
"147831","ASSOCIATES HOME HEALTH, INC","3158 SOUTH RIVER ROAD, SUITE 110","DES PLAINES","IL","60018","8473756900","Proprietary",10/19/2005 0:00:00,"Y","Y","Y","Y","Y","Y",51,49,48,87,73,39,61,29,8,69,0,199
