ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
109714,A & R HOME HEALTH CARE INC,175 FONTAINEBLEAU BLVD STE 2-J6,MIAMI,FL,33172,3052593864,PROPRIETARY,8/16/2011,Y,Y,Y,Y,Y,Y,100,91,100,100,29,24,100,99,94,199,199,199,98,52,54,76,88,44,199,12,6,16
109715,ALL SERVICES HOME HEALTH AGENCY INC,5201 BLUE LAGOON DR STE 978,MIAMI,FL,33126,3055690501,PROPRIETARY,7/29/2011,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,10,199
109716,ALLIANCE HEALTH CARE OF MIAMI BEACH LLC,21406 W DIXIE HWY,MIAMI,FL,33180,3058651989,PROPRIETARY,7/19/2011,Y,Y,Y,Y,Y,Y,100,100,100,100,74,24,199,100,100,199,199,100,100,47,39,73,58,43,199,53,6,17
109717,HARTFORD HEALTH SERVICES OF ORLANDO INC,431 E HORATIO AVE STE 220,MAITLAND,FL,32751,4076445112,PROPRIETARY,9/19/2011,Y,Y,Y,Y,Y,Y,79,96,91,98,199,78,199,96,100,199,199,199,91,41,48,57,50,40,199,32,1,37
109718,O & Y HEALTH CARE CORP,7227 NW 79 TERRACE,MEDLEY,FL,33166,3058844356,PROPRIETARY,8/23/2011,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
109719,SUNSET HOME HEALTH SERVICES,"909 SE 47TH TERRACE, UNIT 201, RM 2",CAPE CORAL,FL,33904,2395414698,PROPRIETARY,9/23/2011,Y,Y,Y,N,N,Y,83,100,100,96,199,88,199,100,100,199,199,199,100,199,199,199,199,199,199,199,9,25
109574,D & J HOME HEALTH AGENCY INC,10300 SW SUNSET DR  STE 307,MIAMI,FL,33173,3055964445,PROPRIETARY,8/10/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,1,199
109575,"ESTHER'S HOME HEALTH SERVICES, INC.",3192 HALLANDALE BEACH BLVD UNIT 5,PEMBROKE PARK,FL,33023,9549877232,PROPRIETARY,9/2/2010,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,7,199
109576,CARE PLUS HOME HEALTH AGENCY INC,18800 NW 2ND AVE  STE 116,MIAMI GARDENS,FL,33169,3059745517,PROPRIETARY,8/23/2010,Y,Y,Y,Y,Y,Y,81,199,199,100,199,70,199,95,199,199,199,199,86,199,199,199,199,199,199,199,3,33
109577,D & V HOME HEALTH CARE INC,8280 NW 27 STREET STE 516,DORAL,FL,33122,3055997782,PROPRIETARY,9/14/2010,Y,Y,Y,Y,Y,Y,100,79,100,100,26,32,100,100,98,199,199,100,98,77,76,76,68,32,199,6,7,19
109579,"NATIONAL EXCELLENCE HOME HEALTH CARE, INC",14750 SW 26 STREET SUITE 105,MIAMI,FL,33185,3054852901,PROPRIETARY,8/26/2010,Y,Y,Y,Y,Y,Y,95,95,99,97,67,12,98,98,97,199,95,78,99,37,41,53,87,16,199,13,6,13
109580,T O HOME CARE CORP,692 W 29 ST STE 8,HIALEAH,FL,33012,3058833116,PROPRIETARY,7/12/2010,Y,Y,Y,Y,Y,Y,100,100,100,100,199,0,199,100,97,199,199,199,100,68,16,72,84,12,199,0,12,17
109581,INNOVATIVE SENIOR CARE HOME HEALTH,1550 EL CAMINO REAL BLDG 2,THE VILLAGES,FL,32159,3526743280,PROPRIETARY,9/8/2010,Y,Y,Y,Y,Y,N,93,91,89,100,79,73,97,99,99,97,99,99,98,65,52,77,85,62,97,54,12,22
109583,C & O HOME HEALTH CARE CORP,1100 W 29 ST  STE H,HIALEAH,FL,33012,7863604104,PROPRIETARY,9/21/2010,Y,Y,Y,Y,N,Y,86,58,100,83,199,97,199,97,100,199,199,199,17,25,22,26,49,199,199,199,7,24
109584,M & N PROFESSIONAL SERVICE HOME HEALTH CARE INC,12150 SW 128 COURT #124,MIAMI,FL,33186,3052643435,PROPRIETARY,9/2/2010,Y,Y,Y,Y,Y,Y,98,98,100,100,21,70,98,99,95,100,97,100,99,58,62,64,87,18,199,0,7,19
109585,LUZ HEALTH CARE CORP,1570 W 38 PL  STE 8,HIALEAH,FL,33012,3056986990,PROPRIETARY,10/13/2010,Y,Y,Y,Y,Y,Y,95,93,100,98,11,15,35,100,97,199,39,50,98,50,36,67,74,18,199,9,8,22
109587,OMEGA HOME CARE SERVICES INC,11890 SW 8TH STREET SUITE 205,MIAMI,FL,33184,3055591111,PROPRIETARY,10/27/2010,Y,Y,Y,Y,Y,Y,98,83,98,100,10,6,59,92,89,199,199,85,98,68,27,72,80,42,199,14,11,9
109588,"VITAS CARE SOLUTIONS, INC.","5430 NW 33RD AVE,  STE 106",FORT LAUDERDALE,FL,33309,3053506925,PROPRIETARY,9/8/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,1,199
109589,ADVANCE HOME HEALTH CARE INC,9835 SW 72ND STREET SUITE 204,MIAMI,FL,33173,3054125553,PROPRIETARY,10/12/2010,Y,Y,Y,Y,Y,Y,94,96,98,100,199,2,199,100,88,199,199,199,100,56,33,66,69,9,199,16,20,15
109590,"BLUE VISTA HOME HEALTH, INC.",3600 S STATE ROAD 7 SUITE 310,MIRAMAR,FL,33023,9549621993,PROPRIETARY,4/9/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,32,199
109591,HOME PREFERRED SOLUTION CORP,2828 CORAL WAY SUITE 307,MIAMI,FL,33145,3056424171,PROPRIETARY,9/23/2010,Y,Y,Y,Y,Y,Y,99,99,100,100,25,22,98,98,99,199,93,95,100,51,50,71,84,50,199,26,11,13
109592,J C HOME CARE ELITE INC,6595 NW 36 ST   STE 301,VIRGINIA GARDENS,FL,33166,3058747160,PROPRIETARY,9/8/2010,Y,Y,Y,Y,Y,Y,99,97,100,100,10,12,86,100,90,199,199,199,96,53,57,57,65,21,199,12,15,15
109593,MB HOME HEALTH CARE INC,7221 SW 24 ST SUITE 205,MIAMI,FL,33155,3052614206,PROPRIETARY,10/27/2010,Y,Y,Y,N,N,Y,98,82,100,100,49,33,57,99,96,199,199,199,100,63,49,79,85,28,199,23,8,18
109594,TRUST USA HOME HEALTH LLC,8358 W OAKLAND PARK BLVD  STE 100A,SUNRISE,FL,33351,9543571900,PROPRIETARY,10/27/2010,Y,Y,Y,Y,Y,Y,99,91,100,100,74,75,100,99,96,199,96,100,99,74,62,73,80,64,199,34,16,26
109595,INNOVATIVE SENIOR CARE HOME HEALTH,1001 MAR WALT DR,FORT WALTON BEACH,FL,32547,8503146813,PROPRIETARY,9/30/2010,Y,Y,Y,Y,Y,Y,93,94,96,96,95,90,83,99,91,95,86,96,98,59,33,67,83,62,199,38,22,22
109596,IBU HOME HEALTH SERVICES INC,777 NW 72ND AVENUE SUITE 3146,MIAMI,FL,33126,3057814653,VOLUNTARY NON-PROFIT - PRIVATE,9/24/2010,Y,Y,N,N,N,Y,95,97,100,98,38,55,88,100,100,199,199,199,98,58,26,56,78,37,199,21,5,11
109597,AGING TRUE HOME HEALTH,4250 LAKESIDE DRIVE SUITE 116,JACKSONVILLE,FL,32210,9048071245,PROPRIETARY,9/15/2010,Y,Y,Y,Y,Y,Y,93,98,99,99,84,82,97,99,98,199,95,95,95,41,45,53,55,44,199,45,10,35
109598,HEALTHYLIFE HOME CARE INC,2780 SW 87 AVE STE 108,MIAMI,FL,33186,3053872555,PROPRIETARY,10/26/2010,Y,Y,Y,Y,Y,Y,94,99,97,90,71,62,67,96,95,199,92,86,94,80,73,70,89,37,199,23,8,19
109599,ANGEL WATCH HOME CARE INC,1869 SOUTH 8TH STREET SUITE A,FERNANDINA BEACH,FL,32034,9044913222,PROPRIETARY,10/16/2010,Y,Y,Y,Y,Y,Y,93,89,100,100,97,90,199,100,100,199,199,199,97,54,48,57,80,60,199,53,13,15
109600,HOME HEALTH CARE OF SOUTH FL INC,3485 W FLAGLER ST  STE 300,MIAMI,FL,33135,7863626779,PROPRIETARY,10/26/2010,Y,Y,Y,N,N,Y,95,100,100,98,74,78,53,97,100,199,199,199,98,47,54,78,88,73,199,43,5,20
109602,MASTER HOME HEALTH CARE INC.,10001 NW 50 ST STE 102A,SUNRISE,FL,33351,9547464264,PROPRIETARY,10/8/2010,Y,Y,N,N,Y,Y,76,63,199,100,5,5,199,97,199,199,199,199,97,82,70,83,53,199,199,64,0,12
109603,QUALITY LIFE HOME HEALTH AGENCY CORP,514 NE 16 PL  STE 1,CAPE CORAL,FL,33909,2392875893,PROPRIETARY,10/26/2010,Y,Y,N,N,Y,Y,97,92,100,100,199,48,199,97,96,199,199,199,100,35,32,17,65,29,199,16,11,19
109604,"QUALITY HOME HEALTH SERVICES, INC.","901 S STATE RD 7, STE 200",HOLLYWOOD,FL,33023,9549652022,PROPRIETARY,9/24/2010,Y,Y,Y,Y,Y,Y,96,98,100,100,42,42,199,100,100,199,199,199,98,65,51,74,87,35,199,13,6,16
109605,BERRY SPECIAL HOME HEALTH CARE INC,10300 SUNSET DRIVE SUITE 232,MIAMI,FL,33173,3052752441,PROPRIETARY,9/27/2010,Y,Y,N,N,N,Y,93,42,100,100,199,0,199,100,96,199,199,199,100,35,25,68,84,15,199,199,11,14
109607,CENTRAL FLORIDA QUALITY CARE SERVICES INC,933 LEE RD STE 320,ORLANDO,FL,32810,4074781368,PROPRIETARY,11/5/2010,Y,Y,Y,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,4,199
109608,B & B HOMECARE OF PALM BEACH LLC,2790 N FEDERAL HWY,BOCA RATON,FL,33431,5613614880,PROPRIETARY,10/27/2010,Y,Y,N,N,N,Y,85,87,100,99,58,70,85,100,96,199,199,199,99,51,68,68,66,51,199,42,5,27
109609,SUNCREST OMNI,6652 ROWAN ROAD,NEW PORT RICHEY,FL,34653,7278443636,PROPRIETARY,10/7/2010,Y,Y,Y,Y,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,7,199
109610,"PROGRESSIVE HOME HEALTH CARE, INC.",312 S OLD DIXIE HWY  STE 101,JUPITER,FL,33458,5617488700,PROPRIETARY,12/5/2010,Y,Y,Y,Y,Y,Y,96,95,100,99,66,66,87,99,99,199,99,96,98,59,63,69,65,69,94,61,7,25
109611,Q CARE HOME HEALTH CORP,10300 SW 72 ST  STE 230,MIAMI,FL,33173,3052734435,PROPRIETARY,11/23/2010,Y,Y,N,N,Y,Y,100,100,100,100,199,22,199,96,199,199,199,199,100,199,199,199,199,199,199,199,15,28
109612,URRA HOME HEALTH CORP,9766 SW 24 ST  STE 8,MIAMI,FL,33165,3052212658,PROPRIETARY,10/16/2010,Y,Y,Y,Y,Y,Y,99,95,100,100,1,3,94,99,100,199,199,54,99,85,77,84,88,14,199,7,6,11
109613,CONTINUECARE HOME HEALTH LLC,2257 VISTA PARKWAY SUITE 19,WEST PALM BEACH,FL,33411,5612184039,PROPRIETARY,11/23/2010,Y,Y,Y,Y,Y,Y,86,79,100,97,59,50,71,98,78,199,68,88,92,73,54,78,86,53,199,41,9,20
109614,"MISSION HOME CARE, INC",5243 GALL BLVD STE 6,ZEPHYRHILLS,FL,33542,8133554804,PROPRIETARY,10/26/2010,Y,Y,Y,Y,Y,Y,96,86,100,99,74,78,80,99,87,199,80,100,100,63,77,75,83,80,199,51,8,28
109615,WORLD FIRST CLASS HOME HEALTH INC,2875 NE 191ST STREET SUITE 520,AVENTURA,FL,33180,3056921846,PROPRIETARY,10/8/2010,Y,Y,Y,Y,Y,Y,96,93,100,99,28,15,100,99,100,199,97,100,98,50,36,53,69,23,94,25,10,28
109616,LONGEVITY HOME HEALTH SERVICES INC,3800 INVERRARY BLVD  STE 101-N,LAUDER HILL,FL,33319,9545337175,PROPRIETARY,12/1/2010,Y,Y,Y,Y,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,2,199
109617,HEAVENLY TOUCH HOME HEALTH CARE CORP,3555 NW 79 AVENUE SUITE 200,DORAL,FL,33122,3054063648,PROPRIETARY,1/6/2011,Y,Y,Y,Y,N,Y,97,93,100,91,39,34,77,98,98,199,80,87,91,46,43,55,75,28,199,23,12,21
109618,AMEDIHEALTH HOME CARE SERVICES INC.,1527 E MEMORIAL BLVD,LAKELAND,FL,33801,8636887241,PROPRIETARY,7/16/2010,Y,Y,Y,Y,Y,Y,95,199,100,92,96,3,199,97,199,199,199,37,97,199,199,34,199,17,199,32,7,38
109619,ACCESSIBLE HOME HEALTH CARE OF BROWARD,5100 NW 33RD AVENUE SUITE 245,FORT LAUDERDALE,FL,33309,9546930203,PROPRIETARY,7/13/2010,Y,Y,Y,Y,Y,Y,97,93,100,100,72,73,199,100,95,199,199,199,100,51,46,83,88,82,199,199,5,17
109621,ADVANTAGE HOME CARE INC,28805US HIGHWAY 19 NORTH,CLEARWATER,FL,33761,7277122220,PROPRIETARY,11/24/2010,Y,Y,Y,Y,Y,Y,85,72,99,99,44,39,59,99,85,199,56,78,97,71,66,75,67,81,199,50,5,25
109622,ESSENTIAL CARE PROVIDERS INC,10420 SW 77T HAVENUE SUITE 101,PINECREST,FL,33156,3056663166,PROPRIETARY,12/6/2010,Y,Y,Y,Y,Y,Y,99,99,100,100,78,79,97,99,98,199,69,62,98,81,80,77,85,52,199,18,11,24
109623,PROFESSIONAL HOME HEALTH CARE INC.,9500 NW 77 AVE SUITE 19,HIALEAH,FL,33016,3055589960,PROPRIETARY,11/19/2010,Y,Y,N,N,N,Y,100,100,100,97,29,45,199,100,100,199,199,95,97,44,27,50,60,199,199,199,20,20
109624,QUALITY CARE HOME HEALTH AGENCY INC,664 EAST 25TH STREET SUITE 102,HIALEAH,FL,33013,3058366495,PROPRIETARY,1/14/2011,Y,N,N,N,N,Y,100,99,100,100,47,58,99,100,100,199,100,100,100,44,42,51,72,20,199,9,7,17
109625,SUNCARE HOME HEALTH SERVICES INC,7990 SW 117TH AVE  STE 110,MIAMI,FL,33183,3055983385,PROPRIETARY,12/2/2010,Y,Y,Y,N,Y,Y,97,100,100,99,22,25,100,99,95,199,199,199,94,50,61,67,97,24,199,32,7,29
109626,TAYLOR HOME HEALTH CARE INC,6599 CHESTER AVE  STE 804,JACKSONVILLE,FL,32217,9044480029,PROPRIETARY,12/31/2010,Y,Y,Y,N,Y,N,91,80,100,93,66,28,199,91,100,199,199,199,93,42,68,58,72,56,199,39,6,27
109627,REGION HEALTH,1000 PONCE DE LEON BLVD STE 312,CORAL GABLES,FL,33134,3054488690,PROPRIETARY,9/28/2010,Y,Y,Y,Y,Y,Y,94,96,100,100,199,25,199,97,100,199,199,199,94,29,24,46,91,39,199,19,2,12
109628,ACTIVA HOME HEALTH,5850 CORAL RIDGE DR  STE 301,CORAL SPRINGS,FL,33076,8772417605,PROPRIETARY,10/13/2010,Y,Y,Y,Y,Y,Y,99,93,100,100,80,67,199,100,100,199,96,100,100,69,60,71,76,68,199,60,6,20
109629,ASCENDI HOME HEALTH AGENCY INC,7805 CORAL WAY SUITE 125,MIAMI,FL,33155,3052647574,PROPRIETARY,8/26/2011,Y,Y,Y,Y,Y,Y,100,87,100,100,199,53,199,100,100,199,199,199,100,29,23,34,71,27,199,0,0,17
109630,ABSOLUTE CAREGIVERS HOME HEALTH AGENCY INC,2151 N CONGRESS AVE  STE 200,WEST PALM BEACH,FL,33407,5618447196,PROPRIETARY,1/10/2011,Y,Y,N,N,N,Y,95,100,100,100,89,98,97,100,96,199,199,199,100,52,38,76,84,24,199,16,8,22
109631,ANGELS HOME CARE AGENCY INC,"3600 S STATE RD 7, STE 307",MIRAMAR,FL,33023,9549660320,PROPRIETARY,10/8/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,19,199
109632,BOCA HOME HEALTH,500 NE SPANISH RIVER BLVD STE 5,BOCA RATON,FL,33431,5618626072,PROPRIETARY,1/6/2011,Y,Y,Y,Y,Y,Y,70,85,100,73,87,76,199,100,199,199,199,55,93,199,199,199,199,199,199,199,6,36
109633,ACLARIS GROUP  HOME LLC,8910 N DALE MABRY HWY SUITE 23,TAMPA,FL,33614,8139354790,PROPRIETARY,12/30/2010,Y,Y,Y,Y,Y,Y,96,82,100,96,58,65,199,96,100,199,199,199,100,50,65,67,77,46,199,22,7,20
109634,FAMILY TRUST HOME HEALTH CARE INC,8600 NW 53 TERR  STE 105,DORAL,FL,33166,7863170390,PROPRIETARY,1/6/2011,Y,Y,Y,Y,Y,Y,95,199,100,100,199,5,199,90,199,199,199,199,80,199,199,199,199,199,199,199,23,57
109635,"AMAZING CARE HOME HEALTH AGENCY, INC.",3350 SW 148 AVE  STE 110 AC,MIRAMAR,FL,33027,9547342831,PROPRIETARY,11/30/2010,Y,Y,Y,Y,Y,Y,79,92,199,100,25,16,90,100,85,199,199,26,73,74,70,100,100,66,199,7,12,18
109636,NATIONWIDE IN HOME CARE CENTERS INC,7001 N WATERWAY DR STE 109,MIAMI,FL,33155,3056751606,PROPRIETARY,2/1/2011,Y,Y,Y,Y,Y,Y,100,100,100,100,199,99,63,100,100,199,199,199,100,53,45,30,80,19,199,0,199,15
109638,ROYAL CARE HOME HEALTH SERVICES INC,11300 NW 87 CT  STE 161,HIALEAH GARDENS,FL,33018,3053626324,PROPRIETARY,2/3/2011,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,23,199
109639,"EXECUTIVE CARE OF FLORIDA, INC.",10226 NW 47 ST,SUNRISE,FL,33351,9547674800,PROPRIETARY,12/30/2010,Y,Y,Y,Y,Y,Y,92,100,100,100,199,100,199,100,100,199,199,199,100,199,199,199,199,199,199,199,21,26
109640,STAR CARE HOME HEALTH CORP,3850 SW 87 AVE  STE 206,MIAMI,FL,33165,3052231885,PROPRIETARY,1/26/2011,Y,Y,Y,N,Y,Y,100,91,98,100,54,30,98,98,91,199,90,80,100,50,23,47,65,21,199,8,12,15
109642,ALL BROWARD HOME HEALTH SERVICES INC,2700 W ATLANTIC BLVD  STE 239,POMPANO BEACH,FL,33069,9542409661,PROPRIETARY,10/5/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,0,199
109644,A1 PREMIER HOME CARE AGENCY INC,941 SW 122 AVE,MIAMI,FL,33184,3052281300,PROPRIETARY,3/8/2011,Y,Y,Y,Y,Y,Y,92,64,100,100,3,8,91,100,100,199,199,199,96,88,68,72,21,15,199,17,6,17
109645,BON SECOURS ST PETERSBURG HOME CARE SERVICES INC,"550 N REO ST, STE 300",TAMPA,FL,33609,8135777990,VOLUNTARY NON-PROFIT - CHURCH,2/17/2011,Y,Y,Y,Y,Y,Y,98,96,100,99,80,73,100,99,100,199,100,100,99,61,53,64,49,199,199,42,15,31
109646,NEW LIFE NURSING CARE INC,11300 NW 87TH COURT SUITE 130,HIALEAH GARDENS,FL,33018,3058283577,PROPRIETARY,11/19/2010,Y,Y,Y,Y,Y,Y,98,53,100,98,1,10,66,96,96,199,199,87,93,45,31,51,79,26,199,21,4,12
109501,AUTUMN HOME CARE,876 WEST SUGARLAND HIGHWAY,CLEWISTON,FL,33440,8638050652,PROPRIETARY,2/17/2010,Y,Y,Y,Y,Y,Y,98,95,100,99,38,98,100,99,100,199,100,100,100,77,75,83,87,83,199,60,3,16
109502,AGING PARADISE INC,18044 NW 6TH ST   STE 104,PEMBROKE PINES,FL,33029,9544318808,PROPRIETARY,2/16/2010,Y,Y,Y,Y,Y,Y,94,91,99,99,1,0,98,99,100,199,100,98,100,36,18,15,92,13,199,18,11,7
109503,HERNANDO HOME HEALTH CARE INC.,6471 OREGON JAY ROAD,BROOKSVILLE,FL,34613,3525964205,PROPRIETARY,12/28/2009,Y,Y,Y,N,N,Y,91,86,100,100,67,64,199,99,96,199,199,199,97,83,82,92,199,60,199,64,9,30
109504,"NURSING PLUS OF BROWARD, LLC",3600 S STATE RD 7 STE 36,MIRAMAR,FL,33023,9549638550,PROPRIETARY,12/14/2009,Y,Y,Y,N,Y,Y,96,95,100,100,58,43,199,98,199,199,199,199,100,29,50,64,199,64,199,45,7,20
109505,MEDI-NURSE,"6175 NW 167TH ST, STE G 15",MIAMI,FL,33015,3058267127,PROPRIETARY,2/18/2010,Y,Y,Y,Y,Y,Y,100,92,95,100,61,26,86,95,98,199,94,100,98,69,59,69,83,72,199,41,6,15
109506,ALTUS HOME HEALTH SERVICES LLC,301 NE 2ND DR,HOMESTEAD,FL,33030,3052474995,PROPRIETARY,2/26/2010,Y,Y,Y,Y,Y,Y,93,97,96,98,49,72,100,98,98,199,100,100,96,40,28,51,66,32,199,36,15,25
109507,"TENDRA HOME HEALTH, INC.",8527 PINES BLVD   STE 206,PEMBROKE PINES,FL,33024,3056962323,PROPRIETARY,1/13/2010,Y,Y,N,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,4,199
109508,A & Y HOME HEALTH OF TAMPA CORP,5101 N HABANA AVENUE SUITE B,TAMPA,FL,33614,8138764200,PROPRIETARY,5/3/2010,Y,Y,Y,Y,Y,Y,94,94,100,98,72,68,95,95,99,199,95,95,95,60,63,74,86,62,199,41,11,40
109509,FUSION HEALTHCARE,3406 MAGIC OAK LANE,SARASOTA,FL,34232,9413429400,PROPRIETARY,1/22/2010,Y,Y,Y,Y,Y,Y,91,85,99,95,50,43,78,98,98,86,83,97,96,61,61,75,67,64,88,54,10,23
109510,"KAY HEALTH SERVICES, LLC",8895 N MILITARY TRL STE 204-E,PALM BEACH GARDENS,FL,33410,5616948911,PROPRIETARY,11/20/2009,Y,Y,Y,Y,Y,Y,76,94,99,99,62,67,86,99,100,199,84,92,99,58,55,69,80,72,89,49,9,24
109511,FLORIDA FIRST HEALTH SERVICES CORP,711 NW 23 AVE  STE 202,MIAMI,FL,33125,3056316771,PROPRIETARY,1/26/2010,Y,Y,Y,Y,Y,Y,94,94,100,100,67,73,88,100,94,199,199,97,99,52,45,61,86,51,199,14,8,25
109512,GABLES GATE HEALTH CENTER INC,5600 SW 135TH AVE STE 108,MIAMI,FL,33183,3053888883,PROPRIETARY,11/23/2009,Y,Y,Y,Y,Y,Y,99,81,100,92,6,8,67,99,92,199,199,199,93,48,51,70,82,37,199,17,7,13
109514,LT HEALTH CARE CORP,12340 SW 132ND CT,MIAMI,FL,33186,3059698938,PROPRIETARY,5/7/2010,Y,Y,N,N,N,Y,100,99,100,100,12,6,95,100,100,199,1,4,97,33,8,79,98,1,199,6,8,15
109515,MIAMI UNITED HOME HEALTH CARE INC,2666 NW 97 AVE  MB 3E,DORAL,FL,33172,3054206674,PROPRIETARY,5/24/2010,Y,Y,Y,Y,Y,Y,99,88,100,100,199,91,97,100,100,199,199,199,98,53,74,81,88,58,199,16,7,16
109516,PRESTIGE HOME HEALTH CARE CORP,8325 W 24TH AVE BAY 6,HIALEAH,FL,33016,3058197074,PROPRIETARY,5/18/2010,Y,Y,Y,Y,Y,Y,95,57,100,99,3,8,46,100,100,199,199,199,100,37,23,47,68,21,199,16,7,30
109517,ULTIMA HOME HEALTHCARE INC,7250 NW 8 ST  STE 7,MIAMI,FL,33126,3052631300,PROPRIETARY,5/2/2010,Y,Y,Y,N,N,Y,98,100,100,98,35,18,100,100,100,199,199,199,93,79,57,73,78,21,199,8,9,18
109518,K & D HOME HEALTH CARE CORP,"2440 SE FEDERAL HWY, STE U",STUART,FL,34994,7722837464,PROPRIETARY,3/8/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,11,199
109520,GREYSTONE HOME HEALTHCARE OF SOUTHWEST FLORIDA,3564 CLARK RD,SARASOTA,FL,34231,9419267100,PROPRIETARY,2/12/2010,Y,Y,Y,Y,Y,Y,99,95,97,99,72,71,93,100,99,199,90,89,100,65,65,72,79,77,199,59,8,21
109521,ASSURED HOME HEALTHCARE LLC,951 NORTH ORLANDO AVENUE,MAITLAND,FL,32751,4076967000,PROPRIETARY,4/19/2010,Y,Y,Y,Y,Y,Y,93,97,100,98,43,56,199,98,100,199,199,199,98,60,56,65,94,48,199,199,6,27
109523,AUTUMN HOME CARE,13115 SPRING HILL DRIVE,SPRING HILL,FL,34609,3526882557,PROPRIETARY,5/13/2010,Y,Y,Y,Y,Y,Y,94,89,99,99,40,42,77,97,92,199,89,96,97,72,67,77,82,81,199,62,12,21
109524,"DADE FAMILY PROFESSIONAL SERVICES, LLC",2711 SW 137 AVENUE STE 89,MIAMI,FL,33175,3055596363,PROPRIETARY,5/12/2010,Y,Y,Y,N,N,Y,98,100,98,100,39,54,100,99,100,199,100,100,99,68,47,54,80,40,199,13,12,15
109525,"AMERICAN WAY HOME CARE, INC",13944 SW 8TH ST STE C23,MIAMI,FL,33184,3052224758,PROPRIETARY,2/22/2010,Y,Y,Y,N,Y,Y,98,64,99,99,44,43,85,98,99,199,76,79,98,54,43,75,96,63,199,19,6,18
109526,"GOLDEN LIFE HOME HEALTH AGENCY, INC",10250 SW 56TH STREET SUITE D-203,MIAMI,FL,33165,7862209300,PROPRIETARY,11/11/2009,Y,Y,Y,Y,Y,Y,100,199,100,100,199,77,199,100,199,199,199,199,100,199,199,199,199,199,199,199,10,28
109528,B & B HOMECARE OF BROWARD LLC,135 NW 100 AVE,PLANTATION,FL,33324,9548504371,PROPRIETARY,5/28/2010,Y,Y,Y,Y,Y,Y,87,100,100,100,55,62,98,100,100,199,98,99,98,58,50,69,64,54,98,54,7,26
109529,"COCO HOME HEALTH CARE, INC",7105 SW 8 STREET,MIAMI,FL,33144,3052676146,PROPRIETARY,1/26/2010,Y,Y,Y,Y,Y,Y,99,99,100,100,91,100,100,100,100,199,199,199,100,31,56,66,83,49,199,9,6,18
109530,CRYSTAL HEART HOME HEALTH CARE INC,7100 SW 47TH ST 2ND FLOOR,MIAMI,FL,33155,3056655183,PROPRIETARY,5/28/2010,Y,Y,Y,Y,Y,Y,100,100,3,100,0,0,100,99,100,199,100,100,100,42,31,50,78,8,78,4,7,17
109531,OPTIMA HOME HEALTH INC,13139 W  LINEBAUGH AVENUE UNIT 201,TAMPA,FL,33626,8139331475,PROPRIETARY,3/9/2010,Y,N,Y,Y,N,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,3,199
