"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Skilled Nursing Care","Physical Therapy","Occupational Therapy","Speech Pathology","Medical Social","Home Health Aide","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients whose bladder control improves","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who are short of breath less often","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who stay at home after an episode of home health care ends"
"058141","ALL CARE HOME HEALTH- ALHAMBRA","55 SO RAYMOND AVENUE STE306","ALHAMBRA","CA","91801","6265700371","Proprietary",10/5/2002 0:00:00,"Y","Y","Y","N","Y","Y",41,38,53,71,73,38,60,30,5,67
"679062","ALL CARE INC","4100 EAST PIEDRAS SUITE 215","SAN ANTONIO","TX","78228","2103488805","Proprietary",7/30/2001 0:00:00,"Y","Y","Y","Y","Y","Y",41,65,199,65,70,199,70,41,37,52
"108047","ALL CARE MEDICAL SERVICES","6821 SW 81TH STREET","MIAMI","FL","33143","3056616441","Proprietary",4/29/2004 0:00:00,"Y","Y","Y","N","N","Y",42,39,49,57,53,42,60,21,5,83
"227263","ALL CARE VNA OF GREATER LYNN, INC","16 CITY HALL SQUARE","LYNN","MA","01901","7815982454","Voluntary Non Profit - Private",10/24/1991 0:00:00,"Y","Y","Y","Y","Y","Y",70,57,43,83,70,55,71,27,17,75
"677634","ALL HOME CARE INC","18018 GRAHAM ROAD","HARLINGEN","TX","78552","9564121477","Proprietary",6/9/1993 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199
"247113","ALL HOMECARING","3638 CENTRAL AVENUE NE","MINNEAPOLIS","MN","55418","6123781474","Proprietary",11/9/1981 0:00:00,"Y","Y","Y","Y","Y","Y",50,56,199,61,40,21,27,46,43,50
"058027","ALL MED HOME HEALTH SRVS","16661 VENTURA BLVD STE 503","ENCINO","CA","91436","8189862356","Proprietary",8/27/1997 0:00:00,"Y","Y","Y","Y","Y","Y",44,66,41,73,65,50,59,48,5,43
"108004","ALL MED NETWORK CORPORATION","2700 SW 3RD AVENUE, STE 2E","MIAMI","FL","33129","3055899828","Proprietary",12/1/2003 0:00:00,"Y","Y","N","N","N","Y",20,18,19,15,33,14,20,5,5,14
"458141","ALL NURSING HOME HEALTH SERVICES INC","6001 SAVOY SUITE 100","HOUSTON","TX","77036","7132661062","Proprietary",8/29/1994 0:00:00,"Y","Y","Y","Y","Y","Y",45,43,36,54,66,36,60,33,14,64
"679282","ALL SAINTS HOME HEALTH SERVICES LLC","2121 W AIRPORT FREEWAY SUITE 235","IRVING","TX","75062","9729530225","Proprietary",6/5/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,56,5,36
"458416","ALL VALLEY HOME HEALTH INC","1910 TESORO BOULEVARD","PHARR","TX","78577","9567829002","Proprietary",5/25/1995 0:00:00,"Y","Y","Y","Y","Y","Y",35,43,25,61,56,35,52,41,25,59
"147790","ALL WELLNESS HOME HEALTH CARE, INC","3541 N ROSE STREET","FRANKLIN PARK","IL","60131","8476716563","Proprietary",11/4/2004 0:00:00,"Y","Y","Y","Y","Y","Y",60,79,75,82,94,81,67,39,22,53
"147567","ALLBEST HOME HEALTH CARE, INC","6443 WEST NORTH AVENUE","OAK PARK","IL","60302","7088488058","Proprietary",6/15/1994 0:00:00,"Y","Y","Y","Y","Y","Y",45,42,199,59,70,41,40,43,6,49
"679331","ALLBRIGHT HEALTH CARE SERVICES","6610 HARWIN SUITE 118","HOUSTON","TX","77036","7135324199","Proprietary",9/3/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"459324","ALLCARE HEALTH SERVICES  LLC","10600 NORTHWEST FREEWAY SUITE 205","HOUSTON","TX","77092","7139579990","Proprietary",6/26/1997 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,36,31,64
"497548","ALLCARE HOME HEALTH","242 NORDAN DRIVE","DANVILLE","VA","24540","4348365883","Voluntary Non Profit - Private",11/4/1998 0:00:00,"Y","Y","Y","Y","N","Y",27,69,37,75,56,34,87,36,34,62
"557253","ALLCARE HOME HEALTH SERVICES","2880 SUNRISE BLVD SUITE 218","RANCHO CORDOVA","CA","95742","9168525888","Proprietary",2/26/1993 0:00:00,"Y","Y","Y","Y","Y","Y",28,52,43,50,58,35,60,20,17,79
"147614","ALLCARE HOME HEALTH, INC.","1905 BERNICE ROAD  SUITE 1","LANSING","IL","60438","7084180894","Proprietary",4/25/1995 0:00:00,"Y","Y","Y","Y","Y","Y",42,61,199,47,56,26,43,44,45,58
"237442","ALLEGAN HOMECARE","570 LINN STREET, SUITE 4","ALLEGAN","MI","49010","2696864293","Voluntary Non Profit - Private",9/4/1998 0:00:00,"Y","Y","Y","Y","Y","Y",32,52,62,58,58,41,53,25,24,69
"337089","ALLEGANY CO HEALTH DEPT CHHA","COUNTY OFFICE BUILDING","BELMONT","NY","14813","5852689250","Government - State/County",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",37,46,42,52,60,34,51,38,24,58
"397076","ALLEGHENY HOME CARE","500 FINLEY STREET","PITTSBURGH","PA","15206","4126653555","Voluntary Non Profit - Private",6/13/1967 0:00:00,"Y","Y","Y","Y","Y","Y",31,50,60,59,56,40,64,25,23,73
"397427","ALLEGHENY HOME HEALTH INC","2307 PHILADELPHIA AVENUE","NORTHERN CAMBRIA","PA","15714","8149488054","Proprietary",11/8/1985 0:00:00,"Y","Y","Y","Y","N","Y",48,41,199,86,74,199,199,34,14,65
"237471","ALLEGIANCE HOME HEALTH CARE","35450 DEQUINDRE","STERLING HEIGHTS","MI","48310","5869798770","Proprietary",9/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",36,44,45,62,58,48,56,29,27,67
"673176","ALLEGIANCE HOME HEALTH OF SOUTHEAST TEXAS","912 SOUTH 27TH STREET","NEDERLAND","TX","77627","4097296500","Proprietary",4/1/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"679290","ALLEGIANCE HOME HEALTH SERVICES","1117 IDEL","TYLER","TX","75702","9035931737","Proprietary",6/10/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,54,46,32
"058253","ALLEGIANCE HOME HEALTH, INC","2440 S HACIENDA BLVD #111","HACIENDA HEIGHTS","CA","91745","6269615750","Proprietary",12/13/2003 0:00:00,"Y","Y","Y","Y","Y","Y",22,29,63,64,49,33,42,24,21,72
"177160","ALLEN COUNTY HOSPITAL HHA","201 S SECOND ST  PO BOX 540","IOLA","KS","66749","6203651300","Proprietary",2/5/1985 0:00:00,"Y","Y","Y","Y","Y","Y",28,62,57,47,53,29,58,28,23,65
"167147","ALLEN HOME HEALTH SERVICES","1825 LOGAN AVENUE","WATERLOO","IA","50703","3192353702","Voluntary Non Profit - Private",10/17/1984 0:00:00,"Y","Y","Y","Y","Y","Y",45,36,46,52,60,35,52,22,16,74
"197748","ALLEN PARISH HOME HEALTH","108 6TH AVENUE","KINDER","LA","70648","3377385627","Voluntary Non Profit - Other",10/27/1995 0:00:00,"Y","Y","Y","Y","Y","Y",40,72,41,69,71,199,56,42,5,49
"397776","ALLEN-LEAR HOME CARE ASSOC INC","748B MILFORD ROAD","EAST STROUDSBURG","PA","18301","5704267514","Proprietary",4/30/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,51,36,43
"377538","ALLEVE HOME CARE","2801 N KICKAPOO, SUITE A","SHAWNEE","OK","74804","4058788775","Proprietary",7/11/1996 0:00:00,"Y","Y","Y","Y","Y","Y",32,38,22,40,63,41,37,39,5,50
"453183","ALLIANCE A PLUS HOME HEALTH CARE INC","7441 MARVIN D LOVE FREEWAY SUITE 302","DALLAS","TX","75237","2145969357","Proprietary",11/1/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"107202","ALLIANCE CARE","3200 BAILEY LANE, SUITE 105","NAPLES","FL","34104","2394363569","Proprietary",1/1/1985 0:00:00,"Y","Y","Y","Y","Y","Y",39,50,52,69,67,43,65,29,25,63
"107242","ALLIANCE CARE","5420 NW 33RD AVENUE, SUITE 109","FORT LAUDERDALE","FL","33309","9544864930","Proprietary",5/20/1987 0:00:00,"Y","Y","Y","Y","Y","Y",31,35,40,68,62,36,54,38,39,57
"108181","ALLIANCE CARE","1001 MAR WALT DRIVE, STE 226","FORT WALTON BEACH","FL","32547","8508625424","Proprietary",7/28/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"107709","ALLIANCE CARE","7381 114TH AVE NORTH SUITE 403A","LARGO","FL","33773","8636835574","Proprietary",7/12/2002 0:00:00,"Y","Y","Y","Y","Y","Y",43,56,55,75,76,58,74,29,22,67
"107540","ALLIANCE CARE","1424 COMMERCIAL PARK DRIVE STE 3","LAKELAND","FL","33801","9416835574","Proprietary",9/30/1996 0:00:00,"Y","Y","Y","Y","Y","Y",39,45,51,68,66,46,62,34,26,60
"107214","ALLIANCE CARE AT BETHESDA","3800 S CONGRESS AVENUE, STE 4","BOYNTON BEACH","FL","33426","5617357900","Voluntary Non Profit - Private",8/29/1985 0:00:00,"Y","Y","Y","Y","Y","Y",42,50,51,76,61,33,65,29,16,65
"248022","ALLIANCE HEALTH SERVICES","1400 MADISON AVENUE #212","MANKATO","MN","56001","5073861666","Proprietary",2/7/1995 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"247283","ALLIANCE HEALTH SERVICES INC","2260 CLIFF ROAD","EAGAN","MN","55122","6518958030","Proprietary",6/11/1993 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199
"237425","ALLIANCE HOME CARE","15777 W TEN MILE RD. SUITE 100","SOUTHFIELD","MI","48075","2485595599","Proprietary",4/25/1997 0:00:00,"Y","Y","Y","Y","Y","Y",39,48,51,62,65,36,70,30,31,67
"527147","ALLIANCE HOME CARE","10220 PRAIRIE RIDGE BLVD","PLEASANT PRAIRIE","WI","53158","2626524400","Voluntary Non Profit - Other",2/19/1985 0:00:00,"Y","Y","Y","N","Y","Y",199,199,199,199,199,199,199,199,199,199
"427112","ALLIANCE HOME CARE","176 WACCAMAW MEDICAL PK CT","CONWAY","SC","29526","8433475899","Voluntary Non Profit - Private",4/9/1999 0:00:00,"Y","Y","Y","Y","Y","Y",47,62,71,68,72,46,73,26,20,71
"058173","ALLIANCE HOME HEALTH CARE","12657 ALCOSTA BLVD, SUITE 130","SAN RAMON","CA","94583","9252759300","Proprietary",4/23/2003 0:00:00,"Y","Y","Y","Y","Y","Y",29,53,53,65,59,31,70,23,12,75
"107681","ALLIANCE HOME HEALTH CARE INC","2665 CLEVELAND AVENUE 201","FORT MYERS","FL","33901","2393371064","Proprietary",12/28/2001 0:00:00,"Y","Y","Y","Y","Y","Y",44,62,37,57,73,48,68,17,15,80
"327188","ALLIANCE HOME HEALTH CARE, LLC","4253 MONTGOMERY BOULEVARD NE, SUITE G-130","ALBUQUERQUE","NM","87109","5058844080","Proprietary",10/15/2004 0:00:00,"Y","Y","N","N","Y","Y",36,48,25,53,74,52,63,33,21,62
"157252","ALLIANCE HOME HEALTH SERVICES INC","9615 N COLLEGE AVE","INDIANAPOLIS","IN","46280","3175811100","Proprietary",8/4/1993 0:00:00,"Y","Y","Y","Y","Y","Y",43,42,32,57,57,32,50,28,23,67
"108051","ALLIANCE HOME HEALTH, INC","7340 SW 48TH STREET UNIT 106","MIAMI","FL","33155","3055545227","Proprietary",5/11/2004 0:00:00,"Y","Y","Y","N","Y","Y",25,39,30,50,47,31,43,18,5,80
"147615","ALLIANCE HOME HEALTHCARE INC.","6457 SOUTH PULASKI ROAD","CHICAGO","IL","60629","7735858100","Proprietary",5/4/1995 0:00:00,"Y","Y","Y","Y","Y","Y",43,50,58,81,66,54,61,49,50,46
"447086","ALLIANCE HOMECARE MEMPHIS","6400 SHELBY VIEW DR, SUITE 101","MEMPHIS","TN","38134","9013808011","Voluntary Non Profit - Private",5/5/1971 0:00:00,"Y","Y","Y","Y","Y","Y",45,55,55,68,63,42,66,29,24,69
"679245","ALLIANCE MEMORIAL HEALTHCARE","708 MAIN SUITE 500","HOUSTON","TX","77002","7132279990","Proprietary",3/24/2003 0:00:00,"Y","Y","Y","Y","Y","Y",27,36,27,37,42,28,34,42,5,53
"367094","ALLIANCE VISITING NURSE ASSOCIATION","885 S SAWBURG RD #106","ALLIANCE","OH","44601","3308217055","Voluntary Non Profit - Private",11/8/1966 0:00:00,"Y","Y","Y","Y","Y","Y",39,56,36,56,56,37,63,26,14,70
"108148","ALLIANCECARE","6900 SOUTHPOINT DRIVE NORTH, STE 530","JACKSONVILLE","FL","32216","5612440220","Proprietary",3/24/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"108151","ALLIANCECARE","4407 VINELAND ROAD STE D16 D17","ORLANDO","FL","32811","5612440220","Proprietary",3/18/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"107544","ALLIANCECARE","2500 QUANTUM LAKES DRIVE, SUITE 215","BOYNTON BEACH","FL","33426","5612440113","Proprietary",10/7/1996 0:00:00,"Y","Y","Y","Y","Y","Y",39,42,51,76,65,43,58,24,12,72
"673156","ALLIED COVENANT HOME HEALTH INC","8323 SOUTHWEST FREEWAY     SUITE 590","SUGAR LAND","TX","77479","7137779809","Proprietary",3/25/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"157548","ALLIED HOME CARE","6350 WEST HAVEN DRIVE SUITE G","INDIANAPOLIS","IN","46254","3173280665","Proprietary",6/3/2003 0:00:00,"Y","Y","Y","Y","Y","Y",43,59,31,62,62,49,43,40,31,54
"237484","ALLIED HOME CARE SERVICES, INC","2379 DIX ROAD","LINCOLN PARK","MI","48146","3139282242","Proprietary",5/15/2003 0:00:00,"Y","Y","Y","Y","Y","Y",26,54,199,77,47,18,67,26,10,72
"107265","ALLIED HOME CARE, INC","1301 NORTH CONGRESS BLVD","BOYNTON BEACH","FL","33426","5613695100","Proprietary",8/9/1988 0:00:00,"Y","Y","Y","Y","Y","Y",42,49,55,67,76,48,55,20,5,75
"453117","ALLIED HOME HEALTH AGENCY","10729 AUDELIA ROAD SUITE 208","DALLAS","TX","75238","2142212400","Proprietary",7/20/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,37,5,54
"679273","ALLIED HOME HEALTH CARE","2722 HOLLANDALE LANE SUITE 200","FARMERS BRANCH","TX","75234","9726202006","Proprietary",5/22/2003 0:00:00,"Y","Y","Y","Y","Y","Y",28,47,41,47,55,41,49,43,22,49
"297114","ALLIED HOME HEALTH CARE SERVICES INC","3211 N TENAYA WAY SUITE 108","LAS VEGAS","NV","89129","7023954848","Proprietary",8/12/2004 0:00:00,"Y","Y","Y","Y","N","Y",47,58,199,25,73,199,79,19,17,73
"147809","ALLIED HOME HEALTH CARE, INC","2800 W PETERSON AVE STE 103-104","CHICAGO","IL","60659","7733389900","Proprietary",5/5/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"367175","ALLIED HOME HEALTH SERVICES","6228 MERGER DRIVE","HOLLAND","OH","43528","4198682909","Proprietary",3/17/1982 0:00:00,"Y","Y","Y","Y","Y","Y",40,48,53,51,60,29,61,36,29,63
"377437","ALLIED HOME HEALTH SERVICES","410 EAST CHEROKEE","WAGONER","OK","74467","9184852084","Proprietary",9/13/1994 0:00:00,"Y","Y","Y","Y","Y","Y",26,32,30,55,51,36,56,47,29,45
"237281","ALLIED NURSING CARE INC","25255 SOUTHFIELD ROAD","SOUTHFIELD","MI","48075","2484435700","Proprietary",7/13/1995 0:00:00,"Y","Y","Y","N","Y","Y",37,49,48,63,56,35,53,23,15,73
"397167","ALLIED SERVICES HOME HEALTH","100 ABINGTON EXECUTIVE PARK","CLARKS SUMMIT","PA","18411","5703482200","Voluntary Non Profit - Private",2/12/1982 0:00:00,"Y","Y","Y","Y","Y","Y",39,50,59,62,66,45,52,26,20,70
"248091","ALLINA HOME CARE","1055 WESTGATE DRIVE, SUITE 100","SAINT PAUL","MN","55114","6516359173","Voluntary Non Profit - Private",9/22/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"157541","ALLPOINTS HOME HEALTH CARE INC","9339 CALUMET AVENUE, SUITE C","MUNSTER","IN","46321","2198364901","Proprietary",7/18/2002 0:00:00,"Y","Y","Y","Y","N","Y",37,59,199,48,70,38,54,58,16,46
"679001","ALLSTAR HEALTHCARE INC","501 RITA LANE SUITE 119","ARLINGTON","TX","76014","8174613341","Proprietary",9/27/2000 0:00:00,"Y","Y","Y","Y","Y","Y",38,53,36,58,68,51,61,30,27,65
"679187","ALLSTAR HOME HEALTH AGENCY INC","10101 HARWIN DRIVE SUITE 298","HOUSTON","TX","77036","7137775900","Proprietary",12/4/2002 0:00:00,"Y","Y","Y","Y","Y","Y",24,25,199,64,50,199,26,40,18,54
"058111","ALLSTAR HOME HEALTH SERVICES","10900 E 183RD STREET SUITE 175","CERRITOS","CA","90703","5628605353","Proprietary",4/4/2002 0:00:00,"Y","Y","Y","Y","Y","Y",43,70,38,74,80,57,67,25,5,66
"058191","ALLSUPREME HOME CARE","8822 W OLYMPIC BLVD","BEVERLY HILLS","CA","90212","3102738616","Proprietary",7/31/2003 0:00:00,"Y","Y","Y","Y","Y","Y",28,44,41,81,63,33,54,34,5,62
"679375","ALLTECH HOME HEALTH INC","6420 RICHMOND AVE SUITE 560","HOUSTON","TX","77057","8322427979","Proprietary",11/6/2003 0:00:00,"Y","Y","Y","Y","Y","Y",23,31,199,69,57,51,32,31,29,63
"147767","ALMIGHTY HOME HEALTHCARE, INC","3553 WEST PETERSON ST, SUITE 205","CHICAGO","IL","60659","7734634040","Proprietary",4/29/2004 0:00:00,"Y","Y","Y","Y","Y","Y",25,24,199,53,40,32,36,34,13,59
"367548","ALMOST FAMILY MEDLINK","20600 CHAGRIN BOULEVARD, SUITE 290","SHAKER HEIGHTS","OH","44122","2162830084","Proprietary",12/21/1993 0:00:00,"Y","Y","Y","Y","Y","Y",28,47,54,46,49,31,44,25,24,73
"237235","ALPENA GEN HOSP HOME CARE","1521 W. CHISHOLM ST","ALPENA","MI","49707","9893568004","Government - Combination GOVT & Voluntary",11/24/1992 0:00:00,"Y","Y","Y","Y","Y","Y",37,53,58,51,62,35,55,17,23,76
"457856","ALPHA HALOBET HEALTH CARE SERVICES INC","9898 BISSONNET SUITE 540","HOUSTON","TX","77036","7137789199","Proprietary",6/23/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"679330","ALPHA HEALTHCARE NETWORK INC","9000 WEST BELLFORT   SUITE 500","HOUSTON","TX","77031","7132702043","Voluntary Non Profit - Other",8/14/2003 0:00:00,"Y","Y","Y","Y","Y","Y",21,37,199,43,42,199,63,56,5,42
"679320","ALPHA HOME HEALTH SERVICES","10701 CORPORATE DRIVE SUITE 208","STAFFORD","TX","77477","2812402981","Proprietary",8/13/2003 0:00:00,"Y","Y","Y","Y","Y","Y",48,199,199,199,199,199,199,32,8,66
"237542","ALPHA HOME HEALTHCARE SERVICES, INC","4245 SOUTH BEECH DALY ROAD","DEARBORN HEIGHTS","MI","48125","3135658000","Proprietary",11/26/2004 0:00:00,"Y","Y","Y","Y","Y","Y",27,42,199,61,60,22,39,33,36,65
"679180","ALPHA HOME NURSES","1308 E MONTANA SUITE A","EL PASO","TX","79902","9155337100","Proprietary",10/9/2002 0:00:00,"Y","Y","Y","Y","Y","Y",46,67,68,67,67,52,75,36,28,59
"327033","ALPHA NURSES OF LAS CRUCES","1065 SOUTH MAIN BLDG A","LAS CRUCES","NM","88005","5055242400","Proprietary",5/3/1983 0:00:00,"Y","Y","N","Y","Y","Y",45,69,76,83,78,54,65,15,8,81
"507108","ALPHA NURSING AND SERVICES INC","909 SE EVERETT MALL WAY","EVERETT","WA","98208","4254381960","Voluntary Non Profit - Private",5/10/1996 0:00:00,"Y","Y","Y","Y","Y","Y",30,40,28,41,59,35,37,16,24,66
"679014","ALPHA OMEGA HOME HEALTH SERVICES INC","10461 COMMERCE ROW","MONTGOMERY","TX","77356","9364473710","Proprietary",12/15/2000 0:00:00,"Y","Y","Y","Y","Y","Y",35,52,43,56,57,35,63,34,5,62
"197491","ALPHACARE HOME HEALTH, INC.","1859 AVE OF AMERICA, STE D  BLDG 5","MONROE","LA","71201","3183237097","Proprietary",10/29/1992 0:00:00,"Y","Y","Y","Y","Y","Y",45,42,33,51,61,199,48,56,57,39
"467100","ALPINE HOME CARE","1970 SOUTH 200 EAST","SALT LAKE CITY","UT","84115","8014632500","Proprietary",1/30/1996 0:00:00,"Y","Y","Y","Y","Y","Y",38,61,49,55,65,33,61,27,24,66
"067406","ALPINE HOME HEALTH","843 SOUTH 3RD STREET","MONTROSE","CO","81401","9702408979","Proprietary",12/16/1998 0:00:00,"Y","Y","Y","Y","Y","Y",41,49,47,53,68,44,56,29,23,54
"067442","ALPINE HOME HEALTH AND HOSPICE","555 SOUTH CAMINO DEL RIO, #A-1","DURANGO","CO","81301","9702477913","Proprietary",11/1/2004 0:00:00,"Y","Y","Y","Y","Y","Y",51,51,199,60,60,46,56,18,24,71
"067196","ALPINE HOME HEALTH CARE LLC","602 JACKSON STREET","CLIFTON","CO","81520","9702571275","Proprietary",12/5/1991 0:00:00,"Y","Y","Y","Y","Y","Y",42,52,40,57,72,47,56,30,28,61
"368105","ALPINE NURSING CARE, INC","5555 BRECKSVILLE ROAD, SUITE 108","INDEPENDENCE","OH","44131","2163692315","Proprietary",7/28/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"467205","ALTA MEADOWS HEALTH CARE INC","1133 NORTH MAIN  SUITE 209","LAYTON","UT","84041","8015462642","Proprietary",1/16/2003 0:00:00,"Y","Y","Y","Y","Y","Y",49,66,199,66,72,61,67,25,24,70
"058142","ALTA VISTA HEALTH SERVICES","1840 N HACIENDA BLVD SUITE 11","LA PUENTE","CA","91744","6269182868","Proprietary",10/28/2002 0:00:00,"Y","Y","Y","Y","Y","Y",48,67,69,95,86,67,87,25,22,70
"117074","ALTAMAHA HOMECARE, INC","52 N OAK STREET","BAXLEY","GA","31513","9123674621","Proprietary",5/29/1979 0:00:00,"Y","Y","Y","Y","Y","Y",45,68,43,57,64,46,66,25,25,75
"108061","ALTERCARE, LLC","1001 WEST CYPRESS CREEK ROAD, STE 308","FORT LAUDERDALE","FL","33309","9546896660","Proprietary",6/9/2004 0:00:00,"Y","Y","Y","Y","Y","Y",34,62,67,62,55,40,57,22,19,74
"147490","ALTERNA CARE INC.","319 EAST MADISON  SUITE C","SPRINGFIELD","IL","62701","2175253733","Proprietary",6/1/1990 0:00:00,"Y","Y","Y","Y","Y","Y",37,49,59,67,60,38,58,35,29,59
"367543","ALTERNACARE HOME HEALTH SERVICES, INC","1566 MONMOUTH STREET, SUITE 201","LANCASTER","OH","43130","7406532224","Proprietary",11/24/1993 0:00:00,"Y","Y","Y","Y","Y","Y",38,34,32,58,45,31,75,31,27,66
"367778","ALTERNATE SOLUTIONS","1251 EAST DOROTHY LANE","KETTERING","OH","45419","9372981111","Proprietary",3/16/2001 0:00:00,"Y","Y","Y","Y","Y","Y",35,50,50,62,57,36,50,32,20,65
"057657","ALTERNATIVE HOME CARE","5805 SEPULVEDA BLVD STE #740","SHERMAN OAKS","CA","91411","8189025000","Proprietary",10/4/1984 0:00:00,"Y","Y","Y","Y","Y","Y",26,35,46,57,54,21,56,26,20,71
"367743","ALTERNATIVE HOME CARE STAFFING","5901 EAST GALBRAITH ROAD","CINCINNATI","OH","45236","5137940555","Proprietary",5/20/1997 0:00:00,"Y","Y","Y","Y","Y","Y",41,65,38,41,65,38,48,29,27,68
"067227","ALTERNATIVE HOME HEALTH CARE","7100 NORTH BROADWAY, BLDG 2L","DENVER","CO","80221","3034265801","Proprietary",3/24/1994 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,39,46,54
"327099","ALTERNATIVE HOME HEALTH CARE","1118 NATIONAL AVENUE","LAS VEGAS","NM","87701","5054251538","Voluntary Non Profit - Private",5/22/1992 0:00:00,"Y","Y","N","N","Y","Y",27,30,199,32,56,199,23,60,5,36
"367606","ALTERNATIVE HOME HEALTH INC","280 EAST MAIN STREET","SAINT CLAIRSVILLE","OH","43950","7406997000","Proprietary",11/22/1994 0:00:00,"Y","Y","Y","Y","Y","Y",61,73,34,68,65,42,68,35,32,62
"367556","ALTERNATIVE NURSING CARE INC","8407 HAYPORT ROAD PO BOX 338","WHEELERSBURG","OH","45694","7405742682","Proprietary",1/6/1994 0:00:00,"Y","Y","Y","Y","N","Y",12,14,199,55,40,199,21,63,5,34
"453110","ALTIMA HEALTHCARE SERVICES INC","12345 JONES ROAD SUITE #150","HOUSTON","TX","77070","2813746840","Proprietary",6/18/2004 0:00:00,"Y","Y","Y","Y","Y","Y",44,53,69,89,90,81,73,27,5,62
"459478","ALTOMAR HOME HEALTH CARE INC","4026 NORTH MESA SUITE A","EL PASO","TX","79902","9158452211","Proprietary",12/7/1999 0:00:00,"Y","Y","Y","Y","Y","Y",29,44,54,79,56,29,67,39,35,57
"357014","ALTRU HOME SERVICES","1380 S COLUMBIA RD","GRAND FORKS","ND","58206","7017805880","Voluntary Non Profit - Other",9/1/1979 0:00:00,"Y","Y","Y","Y","Y","Y",26,29,10,46,46,24,48,21,19,74
"297036","ALWAYS BETTER CARE","6950 WEST VIA OLIVERO STE 1E","LAS VEGAS","NV","89117","7023648006","Proprietary",4/28/1991 0:00:00,"Y","Y","Y","Y","Y","Y",37,52,54,56,71,42,52,22,23,73
"458014","ALWAYS BETTER CARE","1613 NORTH TEXOMA PARKWAY","SHERMAN","TX","75090","9038931036","Proprietary",4/13/1994 0:00:00,"Y","Y","Y","Y","Y","Y",38,35,23,46,49,45,24,44,46,47
"058017","ALWAYS BETTER CARE HH","3600 WILSHIRE BLVD STE 1920","LOS ANGELES","CA","90010","2132512315","Proprietary",7/7/1997 0:00:00,"Y","Y","Y","Y","Y","Y",28,48,42,60,55,36,55,30,7,65
"677665","ALWAYS CARING HOME CARE SERVICES INC","2800 NORTH STANTON SUITE A","EL PASO","TX","79902","9155454663","Proprietary",9/2/1993 0:00:00,"Y","Y","Y","Y","Y","Y",45,50,55,45,64,42,43,33,33,65
"557204","ALWAYS HOME NRSG SERVICES, INC","8632 GREENBACK LANE,  SUITE B","ORANGEVALE","CA","95662","9169896420","Proprietary",6/18/1992 0:00:00,"Y","Y","N","N","N","N",201,201,201,201,201,201,201,201,201,201
"058145","ALWAYS STAY HOME NURSING","11633 HAWTHORNE BLVD SUITE 220","HAWTHORNE","CA","90250","3102192857","Proprietary",11/18/2002 0:00:00,"Y","Y","Y","Y","Y","Y",26,33,41,60,47,39,40,39,13,52
"459132","AM HEALTHCARE","400 EAST ROBINSON SUITE B","EL PASO","TX","79902","9155854553","Proprietary",2/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",40,53,55,81,71,52,61,26,21,70
"678304","AMA HOME CARE INC","348 STONE HILL DRIVE","BRENHAM","TX","77833","9798308383","Proprietary",7/10/1996 0:00:00,"Y","Y","Y","Y","Y","Y",50,53,199,68,53,199,62,50,42,39
