"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Nursing Care Services","Physical Therapy Services","Occupational Therapy Services","Speech Pathology Services","Medical Social Services","Home Health Aide Services","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients who get better at getting to and from the toilet","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who get better at getting dressed","Percentage of patients who stay the same (don't get worse) at bathing","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who are confused less often"
"679273","ALLIED HOME HEALTH CARE","2722 HOLLANDALE LANE SUITE 200","FARMERS BRANCH","TX","75234","9726202006","Proprietary",5/22/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"377437","ALLIED HOME HEALTH SERVICES","410 EAST CHEROKEE","WAGONER","OK","74467","9184852084","Proprietary",9/13/1994 0:00:00,"Y","Y","Y","Y","Y","Y",26,31,199,50,53,42,65,87,48,36,7
"367175","ALLIED HOME HEALTH SERVICES","1133 CORPORATE DRIVE","HOLLAND","OH","43528","4198682909","Proprietary",3/17/1982 0:00:00,"Y","Y","Y","Y","Y","Y",36,54,62,66,43,30,60,86,25,25,37
"237281","ALLIED NURSING CARE INC","26711 LATHRUP VILLAGE","LATHRUP VILLAGE","MI","48076","2484435700","Proprietary",7/13/1995 0:00:00,"Y","Y","Y","Y","Y","Y",38,57,56,63,71,34,77,95,29,17,44
"397167","ALLIED SERVICES HOME HEALTH","100 ABINGTON EXECUTIVE PARK","CLARKS SUMMIT","PA","18411","5703482200","Voluntary Non Profit - Private",2/12/1982 0:00:00,"Y","Y","Y","Y","Y","Y",33,55,67,64,58,40,70,87,27,23,49
"157541","ALLPOINTS HOME HEALTH CARE INC","9339 CALUMET AVENUE, SUITE C","MUNSTER","IN","46321","2198364901","Proprietary",7/18/2002 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,68,9,199
"679001","ALLSTAR HEALTHCARE INC","501 RITA LANE SUITE 119","ARLINGTON","TX","76014","8174613341","Proprietary",9/27/2000 0:00:00,"Y","Y","Y","Y","Y","Y",34,47,68,56,61,37,64,92,35,31,46
"679187","ALLSTAR HOME HEALTH AGENCY INC","10101 HARWIN DRIVE SUITE 298","HOUSTON","TX","77036","7137775900","Proprietary",12/4/2002 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"058111","ALLSTAR HOME HEALTH SERVICES","10900 E 183RD STREET SUITE 175","CERRITOS","CA","90703","5628605353","Proprietary",4/4/2002 0:00:00,"Y","Y","Y","Y","Y","Y",44,51,46,64,57,23,50,95,26,10,31
"058191","ALLSUPREME HOME CARE","1414 EL CAMINO DRIVE","BEVERLY HILLS","CA","90212","3102738616","Proprietary",7/31/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"679375","ALLTECH HOME HEALTH INC","6420 RICHMOND #530-11","HOUSTON","TX","77057","8322427974","Proprietary",11/6/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"367548","ALMOST FAMILY MEDLINK","20600 CHAGRIN BOULEVARD, SUITE 290","SHAKER HEIGHTS","OH","44122","2167515900","Proprietary",12/21/1993 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,59,51,199
"237235","ALPENA GEN HOSP HOME CARE","1521 W. CHISHOLM ST","ALPENA","MI","49707","9893568004","Government - Combination GOVT & Voluntary",11/24/1992 0:00:00,"Y","Y","Y","Y","Y","Y",39,64,62,60,63,37,65,93,16,21,44
"679330","ALPHA HEALTHCARE NETWORK INC","10103 FONDREN ROAD SUITE 425","HOUSTON","TX","77096","7132702043","Voluntary Non Profit - Other",8/14/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"679320","ALPHA HOME HEALTH SERVICES","10701 CORPORATE DRIVE SUITE 208","STAFFORD","TX","77477","2812402981","Proprietary",8/13/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"679180","ALPHA HOME NURSES","1308 E MONTANA SUITE A","EL PASO","TX","79902","9155337100","Proprietary",10/9/2002 0:00:00,"Y","Y","Y","Y","N","Y",51,71,199,87,85,51,73,95,33,14,26
"327033","ALPHA NURSES OF LAS CRUCES","1065 SOUTH MAIN BLDG D STE I","LAS CRUCES","NM","88005","5055242400","Proprietary",5/3/1983 0:00:00,"Y","Y","N","Y","Y","Y",40,56,60,90,77,39,74,95,17,19,23
"507108","ALPHA NURSING AND SERVICES INC","909 SE EVERETT MALL WAY","EVERETT","WA","98208","4254381960","Voluntary Non Profit - Private",5/10/1996 0:00:00,"Y","Y","Y","Y","Y","Y",33,45,44,40,49,38,44,92,25,35,26
"679014","ALPHA OMEGA HOME HEALTH SRVCS","13843 HWY 105 W #319","CONROE","TX","77304","9364473710","Proprietary",12/15/2000 0:00:00,"Y","Y","Y","Y","Y","Y",34,42,64,47,58,36,63,91,37,7,51
"197491","ALPHACARE HOME HEALTH, INC.","1859 AVE OF AMERICA, STE D  BLDG 5","MONROE","LA","71201","3183237097","Proprietary",10/29/1992 0:00:00,"Y","Y","Y","Y","Y","Y",48,39,77,64,74,45,75,95,45,22,34
"467100","ALPINE HOME CARE","1970 SOUTH 200 EAST","SALT LAKE CITY","UT","84115","8014632500","Proprietary",1/30/1996 0:00:00,"Y","Y","Y","Y","Y","Y",33,52,44,53,60,26,62,94,31,29,34
"067406","ALPINE HOME HEALTH","843 SOUTH 3RD STREET","MONTROSE","CO","81401","9702408979","Proprietary",12/16/1998 0:00:00,"Y","Y","Y","Y","Y","Y",29,60,65,53,61,31,65,90,30,29,35
"067196","ALPINE HOME HEALTH CARE LLC","602 JACKSON STREET","CLIFTON","CO","81520","9702571275","Proprietary",12/5/1991 0:00:00,"Y","Y","Y","N","Y","Y",28,46,64,63,65,35,72,89,35,33,39
"467205","ALTA MEADOWS HEALTH CARE INC","1133 NORTH MAIN  SUITE 209","LAYTON","UT","84041","8015462642","Proprietary",1/16/2003 0:00:00,"Y","Y","Y","Y","N","Y",201,201,201,201,201,201,201,201,201,201,201
"147490","ALTERNA CARE INC.","319 EAST MADISON  SUITE C","SPRINGFIELD","IL","62701","2175253733","Proprietary",6/1/1990 0:00:00,"Y","Y","Y","Y","Y","Y",33,41,70,52,59,29,48,93,44,36,52
"367543","ALTERNACARE HOME HEALTH SERVIC","2405 NORTH COLUMBUS STREET, SUITE 150","LANCASTER","OH","43130","7406532224","Proprietary",11/24/1993 0:00:00,"Y","Y","Y","Y","Y","Y",39,24,57,59,40,27,58,88,30,28,42
"367778","ALTERNATE SOLUTIONS","1251 EAST DOROTHY LANE","KETTERING","OH","45419","9372981111","Proprietary",3/16/2001 0:00:00,"Y","Y","Y","Y","Y","Y",31,48,58,44,49,32,47,91,37,23,27
"057657","ALTERNATIVE HOME CARE","4714 WOODMAN AVENUE","SHERMAN OAKS","CA","91423","8189902273","Proprietary",10/4/1984 0:00:00,"Y","Y","Y","Y","Y","Y",25,31,39,56,46,20,44,91,21,21,40
"367743","ALTERNATIVE HOME CARE STAFFING","7759 MONTGOMERY ROAD SUITE #3","CINCINNATI","OH","45236","5137940555","Proprietary",5/20/1997 0:00:00,"Y","Y","Y","Y","Y","Y",30,44,61,24,56,41,68,91,25,18,50
"327099","ALTERNATIVE HOME HEALTH CARE","1118 NATIONAL AVENUE","LAS VEGAS","NM","87701","5054251538","Voluntary Non Profit - Private",5/22/1992 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199
"067227","ALTERNATIVE HOME HEALTH CARE","7100 NORTH BROADWAY, BLDG 2L","DENVER","CO","80221","3034265801","Proprietary",3/24/1994 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,44,44,199
"367606","ALTERNATIVE HOME HEALTH INC","867 NATIONAL ROAD","BRIDGEPORT","OH","43912","7406357000","Proprietary",11/22/1994 0:00:00,"Y","Y","Y","Y","Y","Y",29,34,66,65,56,29,63,92,39,37,35
"367556","ALTERNATIVE NURSING CARE INC","8407 HAYPORT ROAD PO BOX 338","WHEELERSBURG","OH","45694","7405742682","Proprietary",1/6/1994 0:00:00,"Y","Y","Y","Y","N","Y",27,25,199,44,47,199,36,93,53,33,16
"507114","ALTERNATIVE REHABILITATION HH","3114 OAKES AVENUE","EVERETT","WA","98201","4252582977","Proprietary",2/22/1999 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"237141","ALTIMATE HOME HEALTH CARE","23100 PROVIDENCE DRIVE","SOUTHFIELD","MI","48075","2484437700","Proprietary",11/29/1983 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"459478","ALTOMAR HOME HEALTHCARE, INC.","6330 NORTH MESA SUITE F","EL PASO","TX","79912","9158452211","Proprietary",12/7/1999 0:00:00,"Y","Y","Y","Y","Y","Y",26,37,51,74,46,33,48,89,20,7,44
"357014","ALTRU HOME SERVICES","1380 S COLUMBIA RD","GRAND FORKS","ND","58206","7017805880","Voluntary Non Profit - Other",9/1/1979 0:00:00,"Y","Y","Y","Y","Y","Y",24,39,52,41,43,20,53,92,24,22,32
"107626","ALWAYS AVAILABLE HOME HEALTH, INC","800 VIRGINIA AVENUE SUITE 15","FORT PIERCE","FL","34982","5615951093","Proprietary",1/5/2001 0:00:00,"Y","Y","Y","Y","Y","Y",35,52,56,54,58,34,61,93,26,27,35
"297036","ALWAYS BETTER CARE","6950 WEST VIA OLIVERO STE 1E","LAS VEGAS","NV","89117","7023648006","Proprietary",4/28/1991 0:00:00,"Y","Y","Y","Y","Y","Y",27,41,59,59,66,45,65,90,26,28,45
"458014","ALWAYS BETTER CARE","1613 NORTH TEXOMA PARKWAY","SHERMAN","TX","75090","9038931036","Proprietary",4/13/1994 0:00:00,"Y","Y","Y","Y","Y","Y",36,46,80,37,66,41,68,94,32,33,42
"058017","ALWAYS BETTER CARE HH","4221 WILSHIRE BLVD STE 17006","LOS ANGELES","CA","90010","2132512315","Proprietary",7/7/1997 0:00:00,"Y","Y","Y","Y","Y","Y",24,31,37,46,54,31,44,95,18,7,41
"677665","ALWAYS CARING HOME CARE SERVIC","2800 NORTH STANTON SUITE A","EL PASO","TX","79902","9155454663","Proprietary",9/2/1993 0:00:00,"Y","Y","Y","Y","Y","Y",39,50,54,46,63,39,59,91,27,35,199
"557204","ALWAYS HOME NRSG SRVS","8146 GREENBACK LN STE 104","FAIR OAKS","CA","95628","9167268146","Proprietary",6/18/1992 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199
"058145","ALWAYS STAY HOME NURSING","11633 HAWTHORNE BLVD SUITE 220","HAWTHORNE","CA","90250","3102192857","Proprietary",11/18/2002 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,49,199,199,86,45,34,199
"367679","ALZHEIMERS HOME CARE","3380 TREMONT ROAD","COLUMBUS","OH","43221","6144576006","Voluntary Non Profit - Other",6/5/1996 0:00:00,"Y","Y","Y","Y","Y","Y",49,36,43,47,51,32,46,95,24,25,22
"459132","AM HEALTHCARE","400 EAST ROBINSON SUITE B","EL PASO","TX","79902","9155854553","Proprietary",2/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",32,47,58,70,66,37,50,95,13,8,33
"678304","AMA HOME CARE INC","348 STONE HILL DRIVE","BRENHAM","TX","77833","4098308383","Proprietary",7/10/1996 0:00:00,"Y","Y","Y","Y","Y","Y",52,66,199,74,56,199,67,95,37,33,199
"367736","AMANDA CARE, INC","1200 WEST FIFTH AVENUE, SUITE 102","COLUMBUS","OH","43212","6148848880","Proprietary",5/28/1997 0:00:00,"Y","Y","Y","Y","N","N",22,45,199,66,61,199,63,84,41,15,199
"057428","AMBASSADOR HOME HEALTH, INC.","8109 2ND STREET, SUITE 3","DOWNEY","CA","90241","5629233990","Proprietary",9/13/1993 0:00:00,"Y","Y","Y","Y","Y","Y",45,60,71,69,79,57,81,94,14,16,64
"397674","AMBASSADOR NRSG CARE OF SW PA","2547 WASHINGTON ROAD SUITE 720","PITTSBURGH","PA","15234","4123412200","Proprietary",6/20/1996 0:00:00,"Y","Y","Y","Y","Y","Y",44,57,44,50,51,34,54,92,32,30,25
"327123","AMBERCARE HOME HEALTH","420 NORTH MAIN STREET","BELEN","NM","87002","5058610060","Proprietary",5/26/1994 0:00:00,"Y","Y","Y","Y","Y","Y",35,50,52,70,67,37,64,91,28,29,37
"147668","AMBULATORY HEALTH CARE SERVICE","3525 W. PETERSON  SUITE 624","CHICAGO","IL","60659","7738660300","Proprietary",5/6/1997 0:00:00,"Y","Y","Y","Y","Y","Y",26,33,44,39,50,38,40,95,31,30,23
"447518","AMBULATORY PHARMACEUTICAL SVS","5211 LINBAR DRIVE SUITE 515","NASHVILLE","TN","37211","6153312011","Proprietary",11/5/1990 0:00:00,"Y","N","N","N","Y","N",199,199,199,199,199,199,199,199,199,199,199
"459393","AMED HOME HEALTH","4204 WOODCOCK SUITE 250","SAN ANTONIO","TX","78228","2107347333","Proprietary",8/25/1997 0:00:00,"Y","Y","Y","Y","Y","Y",36,49,55,75,62,38,60,95,16,5,41
"458114","AMED HOME HEALTH","7800 SHOAL CREEK  SUITE 145S","AUSTIN","TX","78757","5123235577","Proprietary",8/23/1994 0:00:00,"Y","Y","Y","Y","Y","Y",34,32,53,60,61,34,62,94,27,26,45
"677471","AMED HOME HEALTH","209 NORTH GETTY STREET","UVALDE","TX","78801","8302783305","Proprietary",3/16/1992 0:00:00,"Y","Y","Y","Y","Y","Y",39,58,59,61,55,36,61,94,24,19,58
"677457","AMED HOME HEALTH","8900 E F LOWRY EXPRESSWAY SUITE 102","TEXAS CITY","TX","77591","4099351234","Proprietary",2/10/1992 0:00:00,"Y","Y","Y","Y","Y","Y",35,46,53,58,59,36,59,93,34,24,45
"447260","AMEDISYS","508 WEST MAIN ST","LIVINGSTON","TN","38570","9318232050","Proprietary",1/17/1984 0:00:00,"Y","Y","Y","Y","Y","Y",29,34,57,57,40,24,58,80,32,30,28
"447156","AMEDISYS H H CHATTANOOGA","7205 LEE HIGHWAY SUITE A","CHATTANOOGA","TN","37421","4234901100","Proprietary",7/31/1981 0:00:00,"Y","Y","Y","Y","Y","Y",35,60,61,50,57,34,65,89,24,23,39
"117028","AMEDISYS HH OF FT OGLETHORPE","100 DANIELLE CIRCLE","FORT OGLETHORPE","GA","30742","7068615940","Proprietary",12/1/1975 0:00:00,"Y","Y","Y","Y","Y","Y",33,58,63,65,57,37,62,86,26,19,39
"017319","AMEDISYS HH OF MONTGOMERY","300 INTERSTATE PARK DRIVE, SUITE 324","MONTGOMERY","AL","36109","3342720313","Proprietary",2/1/1994 0:00:00,"Y","Y","Y","Y","Y","Y",31,37,62,60,57,38,62,88,24,22,43
"447206","AMEDISYS HOME CARE","230 CUMBERLAND BEND SUITE D","NASHVILLE","TN","37228","6153137400","Proprietary",3/14/1983 0:00:00,"Y","Y","Y","Y","Y","Y",37,53,61,56,58,41,62,91,38,32,44
"447422","AMEDISYS HOME HEALTH","2528 WESLEY STREET","JOHNSON CITY","TN","37601","4239522340","Proprietary",8/2/1984 0:00:00,"Y","Y","Y","Y","Y","Y",40,58,65,53,57,36,58,90,27,21,45
"457537","AMEDISYS HOME HEALTH","9125 HILLCORFT STREET","HOUSTON","TX","77096","7137743495","Voluntary Non Profit - Religious Affiliations",10/26/1983 0:00:00,"Y","Y","Y","Y","Y","Y",36,58,63,67,59,42,60,89,31,28,50
"427005","AMEDISYS HOME HEALTH","9241 UNIVERSITY BOULEVARD, SUITE A","CHARLESTON","SC","29406","8435531263","Proprietary",1/20/1977 0:00:00,"Y","Y","Y","Y","Y","Y",33,40,52,53,52,27,63,89,31,23,41
"107007","AMEDISYS HOME HEALTH","225 AVENUE B NORTHWEST","WINTER HAVEN","FL","33881","8632971871","Voluntary Non Profit - Private",7/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",48,53,67,64,65,45,66,90,29,18,58
"447238","AMEDISYS HOME HEALTH CARE","107 N PORTER STREET, SUITE 3","WINCHESTER","TN","37398","9319624663","Proprietary",10/5/1983 0:00:00,"Y","Y","Y","Y","Y","Y",31,55,61,50,52,38,66,86,31,26,42
"047010","AMEDISYS HOME HEALTH CARE OF ARKANSAS","2020 CHESTNUT ST SUITE 110","VAN BUREN","AR","72956","4794714471","Proprietary",6/10/1978 0:00:00,"Y","Y","Y","Y","Y","Y",24,38,199,64,60,33,57,95,38,33,199
"197504","AMEDISYS HOME HEALTH OF ALEXAN","5503-B JOHN ESKEW BLVD","ALEXANDRIA","LA","71303","3184423100","Proprietary",1/7/1993 0:00:00,"Y","Y","Y","Y","Y","Y",34,32,57,42,56,39,52,95,45,39,38
"017305","AMEDISYS HOME HEALTH OF ANNIST","1525 GREENBRIER ROAD","ANNISTON","AL","36207","2568359099","Proprietary",9/20/1979 0:00:00,"Y","Y","Y","Y","Y","Y",44,56,60,60,59,34,63,91,29,23,43
"197437","AMEDISYS HOME HEALTH OF BATON","11911 JUSTICE AVENUE","BATON ROUGE","LA","70816","2252912173","Proprietary",2/3/1992 0:00:00,"Y","Y","Y","Y","Y","Y",40,57,64,67,69,42,69,95,25,14,49
"017014","AMEDISYS HOME HEALTH OF BIRMIN","3500 BLUE LAKE DRIVE, SUITE280","BIRMINGHAM","AL","35243","2059677760","Proprietary",9/4/1975 0:00:00,"Y","Y","Y","Y","Y","Y",39,48,60,70,62,39,64,91,24,17,39
"347030","AMEDISYS HOME HEALTH OF CHAPEL","120 PROVIDENCE RD STE 200","CHAPEL HILL","NC","27514","9194013000","Proprietary",9/25/1970 0:00:00,"Y","Y","Y","Y","Y","Y",37,54,59,61,59,36,64,89,30,28,41
"457534","AMEDISYS HOME HEALTH OF CORPUS","1660 SOUTH STAPLES STREET","CORPUS CHRISTI","TX","78404","3618844299","Proprietary",11/15/1983 0:00:00,"Y","Y","Y","Y","Y","Y",36,43,59,61,62,39,59,90,27,16,38
"117065","AMEDISYS HOME HEALTH OF COVING","9144 HIGHWAY 278 EAST","COVINGTON","GA","30014","7707871796","Proprietary",5/6/1981 0:00:00,"Y","Y","Y","Y","Y","Y",29,52,55,53,42,30,59,85,31,22,43
"017069","AMEDISYS HOME HEALTH OF FAIRHO","50 SOUTH GREENO ROAD","FAIR HOPE","AL","36532","2059398609","Proprietary",7/1/1986 0:00:00,"Y","Y","Y","Y","Y","Y",32,57,65,54,58,31,63,88,32,23,50
"457601","AMEDISYS HOME HEALTH OF FORT W","2501 PARKVIEW DRIVE SUITE 100","FORT WORTH","TX","76102","8173351777","Proprietary",4/24/1984 0:00:00,"Y","Y","Y","Y","Y","Y",39,49,68,42,57,29,68,95,15,17,27
"017039","AMEDISYS HOME HEALTH OF HUNTSV","7047 OLD MADISON PIKE, SUITE 310","HUNTSVILLE","AL","35806","2569229919","Proprietary",8/5/1982 0:00:00,"Y","Y","Y","Y","Y","Y",37,56,59,58,57,32,61,88,20,16,40
"197263","AMEDISYS HOME HEALTH OF LAFAYE","101 LARUE FRANCE SUITE 101","LAFAYETTE","LA","70508","3372677989","Proprietary",2/7/1990 0:00:00,"Y","Y","Y","Y","Y","Y",37,47,58,63,64,33,66,89,43,19,41
"117093","AMEDISYS HOME HEALTH OF MACON","1671 EISENHOWER PARKWAY","MACON","GA","31206","4787816653","Proprietary",8/22/1989 0:00:00,"Y","Y","Y","Y","Y","Y",34,52,59,58,53,34,63,87,27,18,43
"197087","AMEDISYS HOME HEALTH OF METAIR","110 VETERANS BLVD STE 325B","METAIRIE","LA","70005","5048352296","Proprietary",4/19/1983 0:00:00,"Y","Y","Y","Y","Y","Y",26,39,45,52,55,34,56,91,39,28,33
"017070","AMEDISYS HOME HEALTH OF MOBILE","1141 MONTILIMAR DRIVE, SUITE 3008","MOBILE","AL","36609","2513430985","Proprietary",7/1/1986 0:00:00,"Y","Y","Y","Y","Y","Y",32,34,55,64,63,37,57,92,22,14,42
"017078","AMEDISYS HOME HEALTH OF REFORM","216 FIRST STREET SOUTH","REFORM","AL","35481","2053759255","Proprietary",6/12/1990 0:00:00,"Y","Y","Y","Y","Y","Y",39,43,69,69,56,39,61,93,34,13,37
"017320","AMEDISYS HOME HEALTH OF SELMA","108 EXECUTIVE PARK LANE","SELMA","AL","36701","3348752550","Proprietary",10/31/1991 0:00:00,"Y","Y","Y","Y","Y","Y",32,49,54,61,55,41,59,88,28,20,40
"377191","AMEDISYS HOME HEALTH OF STILWE","110 WEST MAPLE","STILWELL","OK","74960","9186964666","Proprietary",3/11/1992 0:00:00,"Y","Y","Y","Y","Y","Y",36,52,60,51,59,46,60,88,37,18,30
"377180","AMEDISYS HOME HEALTH OF TULSA","5807 S. GARNETT RD., STE. E","TULSA","OK","74146","9182943902","Proprietary",2/6/1991 0:00:00,"Y","Y","Y","Y","Y","Y",31,54,55,57,57,36,56,90,33,20,39
"017300","AMEDISYS HOME HEALTH OF TUSCAL","1300  MCFARLAND BOULEVARD NORTHEAST, SUITE 320","TUSCALOOSA","AL","35406","2057520606","Proprietary",9/17/1976 0:00:00,"Y","Y","Y","Y","Y","Y",40,44,68,59,59,42,66,90,36,31,47
"117114","AMEDISYS HOME HEALTH OF VALDOS","203 WOODROW WILSON DRIVE","VALDOSTA","GA","31602","2292450646","Proprietary",2/6/1997 0:00:00,"Y","Y","Y","N","Y","Y",44,45,57,53,47,31,65,95,31,15,29
"117064","AMEDISYS NORTHWEST HOME HEALTH","29 CARING WAY","JASPER","GA","30143","7066923491","Proprietary",7/29/1980 0:00:00,"Y","Y","Y","Y","Y","Y",33,54,56,58,56,33,62,93,27,11,47
"497566","AMEDISYS OF WEBER CITY","301C FUGATE STREET","DUFFIELD","VA","24244","5403862200","Proprietary",12/20/2000 0:00:00,"Y","Y","Y","Y","Y","Y",45,59,72,51,65,34,61,95,35,40,39
"197525","AMEDISYS SPECIALIZED MED SERVI","4327 STERLINGTON RD., STE 1","MONROE","LA","71203","3183240681","Proprietary",2/26/1993 0:00:00,"Y","Y","Y","Y","Y","Y",27,32,63,51,64,45,58,90,47,35,50
"679316","AMERI BLUE HEALTH CARE SERVICE","10101 HARWIN DRIVE SUITE 190","HOUSTON","TX","77036","7132719027","Proprietary",7/31/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"679148","AMERI CARE HEALTH CARE SERVICE","1105 N GENERAL BRUCE DRIVE","TEMPLE","TX","76504","2548998883","Proprietary",7/15/2002 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,199,199,199
"679128","AMERICA HOME HEALTH SERVICES","10101 HARWIN DRIVE SUITE 205","HOUSTON","TX","77036","7139883668","Proprietary",4/25/2002 0:00:00,"Y","Y","Y","Y","Y","Y",11,199,199,24,52,199,199,84,20,26,199
"197143","AMERICA INTERNATIONAL HEALTHCA","355 W ESPLANADE AVENUE","KENNER","LA","70065","5044661220","Proprietary",6/12/1984 0:00:00,"Y","Y","Y","Y","Y","Y",39,56,61,26,61,37,50,95,47,5,27
"057742","AMERICADE HOME HEALTH AGENCY","9040 TELSTAR AVE. STE 127","EL MONTE","CA","91731","6269271108","Proprietary",4/25/1986 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199
"497536","AMERICAN HEALTH CARE PROF","120 BEULAH ROAD N.E. SUITE 201","VIENNA","VA","22180","7033193801","Proprietary",2/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",33,199,199,199,53,199,199,95,17,15,199
"107425","AMERICAN HEALTH SVCS OF BROWARD, INC","6100 HOLLYWOOD BLVD #409","HOLLYWOOD","FL","33024","9543706363","Proprietary",1/27/1992 0:00:00,"Y","Y","Y","Y","Y","Y",45,37,46,51,78,27,66,95,29,10,24
"557739","AMERICAN HH","20327 NORDHOFF STREET 2ND FLOOR","CHATSWORTH","CA","91311","8184070988","Proprietary",11/12/1996 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"679050","AMERICAN HOME CARE","211 WEST MOORE AVENUE","TERRELL","TX","75160","9725245800","Proprietary",7/11/2001 0:00:00,"Y","Y","Y","Y","Y","Y",32,59,59,55,62,41,61,94,35,25,48
"147655","AMERICAN HOME CARE EXPRESS INC","5875 N. LINCOLN AVE.","CHICAGO","IL","60659","7737848741","Proprietary",12/19/1996 0:00:00,"Y","Y","Y","Y","Y","Y",25,33,53,79,50,35,52,94,27,19,42
"107737","AMERICAN HOME CARE, INC","3380 TAMIAMI TRAIL STE C","PORT CHARLOTTE","FL","33952","9417661235","Proprietary",10/29/2002 0:00:00,"Y","Y","Y","Y","Y","Y",57,66,199,199,62,46,57,95,14,18,199
"677210","AMERICAN HOME HEALTH & HOSPICE","315 SOUTH OAK","PECOS","TX","79772","9154453330","Proprietary",5/31/1989 0:00:00,"Y","Y","N","N","N","Y",35,34,41,41,59,27,44,95,34,29,6
"058089","AMERICAN HOMECARE HEALTH SRVS","4410 W VICTORY BLVD","BURBANK","CA","91505","8185661020","Proprietary",11/26/2001 0:00:00,"Y","Y","Y","Y","Y","Y",57,71,68,75,74,51,70,94,18,16,73
"497564","AMERICAN HOMECARE INC","5012 MONUMENT AVE SUITE 301","RICHMOND","VA","23230","8043771188","Proprietary",7/13/2000 0:00:00,"Y","Y","Y","Y","Y","Y",39,59,59,73,60,36,71,90,30,31,39
"107151","AMERICAN HOMEPATIENT","1307 NORTH MONROE STREET","TALLAHASSEE","FL","32303","8506810080","Proprietary",5/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",39,51,64,61,62,37,68,91,24,20,45
"679063","AMERICAN MEDICAL HOME HEALTH","108 SAN PATRICIO AVENUE","MATHIS","TX","78368","3615475655","Proprietary",8/14/2001 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199
"677522","AMERICAN MEDICAL HOME HEALTH S","500 NORTH WATER STE 301 SOUTH TOWER","CORPUS CHRISTI","TX","78471","3618879760","Proprietary",9/10/1992 0:00:00,"Y","Y","Y","Y","Y","Y",28,31,44,60,55,23,52,95,29,5,34
"157217","AMERICAN NURSING CARE","413 N FIRST ST, PO BOX 681","VINCENNES","IN","47591","8128852767","Proprietary",5/1/1991 0:00:00,"Y","Y","Y","Y","Y","Y",28,52,65,61,48,22,56,88,32,32,30
"367562","AMERICAN NURSING CARE","1125 ELLEN KAY DRIVE, SUITE A","MARION","OH","43302","7403824171","Proprietary",3/2/1994 0:00:00,"Y","Y","Y","Y","Y","Y",31,28,31,75,46,34,42,93,43,42,44
"367257","AMERICAN NURSING CARE COLUMBUS","400 WEST WILSON BRIDGE ROAD, SUITE 120","WORTHINGTON","OH","43085","6148470555","Proprietary",11/18/1983 0:00:00,"Y","Y","Y","Y","N","Y",35,61,61,59,62,40,54,90,31,28,199
"367254","AMERICAN NURSING CARE DA","5777 FAR HILLS AVENUE","KETTERING","OH","45429","9374383844","Proprietary",10/23/1984 0:00:00,"Y","Y","Y","Y","Y","Y",16,199,199,62,62,199,199,95,42,7,199
"187075","AMERICAN NURSING CARE FL","7900 TANNERS GATE","FLORENCE","KY","41042","8592831500","Proprietary",1/23/1980 0:00:00,"Y","Y","Y","Y","N","Y",29,65,199,44,43,24,69,93,27,29,23
