ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
077119,CT HOSPICE INC THE,100 DOUBLE BEACH ROAD,BRANFORD,CT,06405,2034816231,VOLUNTARY NON-PROFIT - OTHER,6/1/1977,Y,Y,Y,Y,Y,Y,89,87,95,76,59,51,76,95,97,199,95,94,94,45,39,48,46,51,67,29,11,25
077199,PEDIATRIC SERVICES OF AMERICA,999 ORONOQUE LANE,STRATFORD,CT,06614,2033811530,PROPRIETARY,11/18/1993,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,201
077214,BACKUS HOME HEALTH CARE,12 CASE STREET,NORWICH,CT,06360,8608897198,PROPRIETARY,10/1/1996,Y,Y,Y,Y,Y,Y,95,98,100,100,75,65,96,100,99,99,97,99,99,58,57,69,73,76,100,45,15,18
077003,VISITING NURSE & HEALTH SERVICES OF CONNECTICUT,8 KEYNOTE DRIVE,VERNON,CT,06066,8608729163,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,90,98,99,99,77,66,91,100,93,98,95,100,100,58,59,68,63,62,80,51,13,17
077079,VISITING NURSES OF THE LOWER V,61 MAIN ST,CENTERBROOK,CT,06409,8607670186,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,99,63,97,91,77,53,63,95,88,199,74,98,94,69,66,77,79,79,199,61,13,18
077136,AMEDISYS HOME HEALTH/STAMFORD,"1234 SUMMER STREET, THIRD FLOOR",STAMFORD,CT,06905,2033272680,PROPRIETARY,10/15/1981,Y,Y,Y,Y,Y,Y,92,80,93,100,48,43,82,99,97,100,92,89,100,61,51,66,76,76,93,54,12,17
077218,GENTIVA HEALTH SERVICES,12 CAMBRIDGE DRIVE,TRUMBULL,CT,06611,2033728351,PROPRIETARY,7/1/1997,Y,Y,Y,Y,Y,Y,93,86,89,95,47,39,77,93,96,86,80,83,86,67,62,67,67,67,83,46,10,14
077250,"AMERICAN HOME HEALTH, INC",485 NEW PARK AVENUE,WEST HARTFORD,CT,06110,8608382858,PROPRIETARY,12/1/2010,Y,Y,Y,Y,Y,Y,71,96,100,100,81,89,199,100,100,199,199,199,97,199,199,199,199,199,199,199,199,199
077066,VNA OF RIDGEFIELD INC,90 EAST RIDGE,RIDGEFIELD,CT,06877,2034385555,VOLUNTARY NON-PROFIT - OTHER,7/1/1966,Y,Y,Y,Y,Y,Y,92,98,97,90,84,65,100,95,99,98,98,96,93,63,57,64,78,75,93,45,13,16
077085,VNA HEALTH AT HOME INC,27 SIEMON COMPANY DRIVE,WATERTOWN,CT,06795,8602747531,VOLUNTARY NON-PROFIT - OTHER,7/1/1966,Y,Y,Y,Y,Y,Y,93,91,75,99,77,80,98,98,100,100,95,99,98,59,46,63,64,70,87,41,12,17
077118,NAUGATUCK VISITING NURSES ASSO,16 - 18 PARK PLACE,NAUGATUCK,CT,06770,2037207095,GOVERNMENT - LOCAL,4/1/1977,Y,Y,Y,Y,Y,Y,90,85,96,100,75,75,98,96,96,199,88,100,97,45,58,58,68,60,100,46,10,17
077120,"MASONICARE PARTNERS HOME HEALTH AND HOSPICE, INC",95 WOODLAND ST,HARTFORD,CT,06105,8607144682,PROPRIETARY,10/1/1977,Y,Y,Y,Y,Y,Y,95,94,99,99,65,59,84,99,93,97,85,83,99,61,55,67,59,56,84,53,10,17
077177,HOSPICE OF SOUTHEASTERN CT INC,227 DUNHAM STREET,NORWICH,CT,06360,8608485699,VOLUNTARY NON-PROFIT - PRIVATE,3/28/1990,Y,Y,Y,Y,Y,Y,94,94,94,93,31,19,199,94,100,199,90,96,87,50,43,45,38,62,67,28,11,3
077187,STAFF MATES HOMECARE,5 WEST MAIN STREET,HEBRON,CT,06248,8602284321,PROPRIETARY,5/19/1992,Y,Y,N,N,Y,Y,90,92,95,94,73,72,199,94,199,199,199,199,90,199,199,199,199,199,199,199,201,201
077224,WAVENY HOME HEALTHCARE,3 FARM ROAD,NEW CANAAN,CT,06840,2035945248,VOLUNTARY NON-PROFIT - OTHER,5/26/1998,Y,Y,Y,Y,Y,Y,96,99,97,98,80,76,100,99,100,199,100,99,100,58,51,52,72,63,99,46,10,11
077251,ALL POINTE HOMECARE LLC,"125 COMMERCE CT, # 6",CHESHIRE,CT,06410,2032501900,PROPRIETARY,6/30/2011,Y,Y,Y,Y,Y,Y,77,199,91,87,199,199,199,100,199,199,199,199,77,199,199,199,199,199,199,199,201,201
077001,STRATFORD VNA,88 RYDERS LANE,STRATFORD,CT,06497,2033755871,VOLUNTARY NON-PROFIT - OTHER,7/1/1966,Y,Y,Y,Y,Y,Y,98,85,91,99,82,81,84,99,98,97,92,99,99,68,56,70,72,73,97,57,10,20
077065,LEDYARD REGIONAL VISITING NURSE AGENCY,741 C0LONEL  LEDYARD HWY,LEDYARD,CT,06339,8604648464,GOVERNMENT - LOCAL,7/1/1966,Y,Y,Y,Y,Y,Y,97,85,100,100,82,94,100,100,100,199,199,98,100,74,73,73,74,66,96,61,11,21
077097,DAY KIMBALL HOMECARE,320 POMFRET STREET,PUTNAM,CT,06260,8609280422,VOLUNTARY NON-PROFIT - OTHER,7/29/1966,Y,Y,Y,Y,Y,Y,98,97,100,98,74,76,96,99,99,98,97,99,99,49,46,55,58,52,89,37,14,18
077176,FARMINGTON VALLEY VNA,8 OLD MILL LANE,SIMBURY,CT,06070,8606513539,VOLUNTARY NON-PROFIT - OTHER,10/31/1989,Y,Y,Y,Y,Y,Y,100,99,99,100,84,92,100,100,100,100,100,100,99,56,57,64,66,71,86,47,10,14
077234,BAYADA HOME HEALTH CARE INC,"200 CONNECTICUT AVENUE, SUITE 5F",NORWALK,CT,06854,2038545100,PROPRIETARY,7/30/2003,Y,Y,Y,Y,Y,Y,93,93,93,96,67,46,96,99,98,100,97,92,100,60,47,64,70,69,95,49,11,16
077017,VNA EAST INC,34 LEDGEBROOK DR,MANSFIELD CENTER,CT,06250,8604567288,VOLUNTARY NON-PROFIT - OTHER,7/1/1966,Y,Y,Y,Y,Y,Y,98,99,91,99,84,84,92,100,100,100,98,94,100,58,59,64,62,69,95,43,13,16
077028,VISITING NURSE SERVICES OF CT,765 FAIRFIELD AVE,BRIDGEPORT,CT,06604,2033663821,PROPRIETARY,7/1/1966,Y,Y,Y,Y,Y,Y,95,89,92,96,69,67,94,94,99,97,97,99,98,65,57,67,63,67,88,55,12,18
077086,MIDDLESEX HOSPITAL HOMECARE,770 SAYBROOK ROAD,MIDDLETOWN,CT,06457,8603585600,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,83,85,97,98,86,78,90,97,93,96,92,56,100,62,48,65,61,61,87,43,15,19
077159,"MASONICARE HOME HEALTH & HOSPICE, INC",33 NORTH PLAINS INDUSTRIAL ROAD,WALLINGFORD,CT,06492,2036795200,PROPRIETARY,4/13/1984,Y,Y,Y,Y,Y,Y,94,96,100,98,67,70,85,98,93,94,90,82,99,51,46,59,56,51,82,45,12,16
077226,UNISON HOME CARE SERVICES,921 SAYBROOK ROAD,MIDDLETOWN,CT,06457,8603474446,PROPRIETARY,4/3/2000,Y,Y,Y,Y,Y,Y,87,93,100,83,43,42,199,98,199,199,199,199,83,199,199,199,199,199,199,199,10,17
077227,SEABURY HOME CARE,200 SEABURY DRIVE,BLOOMFIELD,CT,06002,8602436077,VOLUNTARY NON-PROFIT - OTHER,4/14/2000,Y,Y,Y,Y,Y,Y,100,100,100,100,81,63,100,100,100,199,199,100,100,47,58,72,74,85,199,42,7,12
077009,WESTBROOK VISITING NURSES & PUBLIC HEALTH,866 BOSTON POST ROAD,WESTBROOK,CT,06498,8603993088,VOLUNTARY NON-PROFIT - OTHER,7/1/1966,Y,Y,Y,Y,Y,Y,93,92,100,99,80,58,86,98,100,199,199,100,98,55,46,56,56,56,72,40,9,18
077113,BETHEL VNA INC,70 STONY HILL ROAD,BETHEL,CT,06801,2037920864,VOLUNTARY NON-PROFIT - OTHER,10/1/1974,Y,Y,Y,Y,Y,Y,92,95,97,98,79,64,94,97,99,98,99,94,99,55,51,53,64,60,100,45,12,17
077133,INTERIM HEALTHCARE,278 STATE ST,NORTH HAVEN,CT,06473,2032304785,PROPRIETARY,5/14/1981,Y,Y,Y,Y,Y,Y,93,97,100,97,60,62,99,98,100,95,99,99,100,53,49,61,66,51,97,50,18,17
077181,SHAMROCK VNA  HHA AGENCY INC,60 KATONA DRIVE,FAIRFIELD,CT,06824,2032561804,PROPRIETARY,9/5/1991,Y,Y,Y,Y,Y,Y,90,86,98,65,39,28,100,94,100,199,100,95,94,38,35,44,68,42,199,32,12,16
077239,EXCELLA HOMECARE,"2080 SILAS DEANE HWY, 2ND FL",ROCKY HILL,CT,06067,8605295400,PROPRIETARY,12/12/2006,Y,Y,Y,Y,Y,Y,89,88,93,60,81,56,93,91,97,100,98,97,99,53,54,59,64,70,99,44,16,23
077038,"VNA NORTHWEST, INC","607 BANTAM ROAD, UNIT F",BANTAM,CT,06750,8605676000,VOLUNTARY NON-PROFIT - OTHER,7/1/1966,Y,Y,Y,Y,Y,Y,99,98,100,99,84,85,100,100,100,98,100,99,100,55,45,55,59,62,91,40,16,17
077078,ORANGE VISITING NURSE ASSN,525 ORANGE CENTER RD,ORANGE,CT,06477,2038912165,GOVERNMENT - LOCAL,7/1/1966,Y,Y,Y,Y,Y,Y,97,96,100,100,88,89,100,100,100,100,99,98,99,49,50,57,71,65,99,46,10,18
077166,MCLEAN HOME CARE AND HOSPICE,75 GREAT POND RD,SIMSBURY,CT,06070,8606583950,VOLUNTARY NON-PROFIT - OTHER,12/13/1985,Y,Y,Y,Y,Y,Y,99,100,100,100,84,95,99,100,100,100,100,100,100,62,54,69,68,62,92,55,9,16
077216,HEALTH AT HOME,163 CEDAR STREET,BRANFORD,CT,06405,2034889915,PROPRIETARY,11/25/1996,Y,Y,Y,Y,Y,Y,90,98,100,99,68,89,199,99,100,199,199,199,100,21,24,47,74,40,199,33,9,15
097064,"JD NURSING AND MANAGEMENT SERVICES, INC","6120 KANSAS AVENUE, NW",WASHINGTON,DC,20011,2027227776,PROPRIETARY,3/16/2007,Y,Y,N,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,8,8
097068,COMMUNITY CARE NURSING SERVICES OF DC,"6031 KANSAS AVE., NW   SUITE 201",WASHINGTON,DC,20011,2025449680,PROPRIETARY,5/2/2008,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
097062,ALLIANCE HOME HEALTH CARE & EQUIPMENT SERVICES,7826 EASTERN AVENUE SUITE # 406,WASHINGTON,DC,20010,2025451630,PROPRIETARY,8/4/2006,Y,Y,Y,Y,Y,Y,97,88,100,100,94,98,98,97,99,199,98,100,99,48,55,48,66,80,199,52,7,19
097041,VMT HOME HEALTH AGENCY,"901 FIRST STREET, NW",WASHINGTON,DC,20001,2022823005,PROPRIETARY,5/24/1995,Y,Y,Y,N,N,Y,52,87,100,72,3,0,199,95,199,199,95,98,89,42,41,23,68,98,199,39,16,11
097045,NURSING UNLIMITED SERVICES INC,5140 NANNIE HELEN BURROUGHS AVE NE  1ST FLOOR,WASHINGTON,DC,20019,2025472949,VOLUNTARY NON-PROFIT - PRIVATE,3/18/1997,Y,Y,Y,N,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199
097069,"HSC HOME CARE, LLC","1731 BUNKER HILL ROAD, NE",WASHINGTON,DC,20017,2026356146,VOLUNTARY NON-PROFIT - OTHER,11/19/2009,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
097059,MAXIM HEALTHCARE SERVICES INC,"6856 EASTERN AVE, NW SUITE 220",WASHINGTON,DC,20012,2025456980,PROPRIETARY,3/17/2005,Y,N,N,N,N,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
097056,IMMACULATE HEALTH CARE SERVICES INC,1818 NEW YORK AVENUE NE SUITE 228,WASHINGTON,DC,20002,2028328340,PROPRIETARY,3/9/2004,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
097065,LINAC SERVICES INC,"6856 EASTERN  AVENUE, NW SUITE 320A",WASHINGTON,DC,20012,2025419844,PROPRIETARY,10/26/2007,Y,N,N,N,N,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
097061,"ABA HOME HEALTH CARE, INC","821 KENNEDY STREET, NW",WASHINGTON,DC,20011,2027221725,PROPRIETARY,7/13/2006,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,10,24
097051,ASAP SERVICES CORPORATION,"1420 K STREET, NW",WASHINGTON,DC,20005,2022932931,PROPRIETARY,12/13/2002,Y,Y,N,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
097066,AMERICARE IN HOME NURSING,"4000 ABERMARLE STREET, NW",WASHINGTON,DC,20016,2023630372,PROPRIETARY,12/19/2007,Y,Y,Y,N,Y,Y,97,99,100,100,92,69,100,98,100,199,100,100,98,60,75,68,81,76,98,67,12,16
097058,T & N RELIABLE NURSING CARE,3500 18TH STREET NE,WASHINGTON,DC,20018,2025296510,PROPRIETARY,12/17/2004,Y,Y,Y,N,Y,Y,42,97,96,93,82,96,98,94,100,199,100,99,92,33,18,46,80,38,199,20,10,25
097050,"PREMIUM SELECT HOME CARE, INC",5513 ILLINOIS AVENUE NW,WASHINGTON,DC,20011,2028829310,PROPRIETARY,9/22/2000,Y,Y,Y,Y,Y,Y,79,50,95,92,74,48,90,84,95,199,92,94,73,57,52,70,74,93,199,66,12,12
097049,PROFESSIONAL HEALTHCARE,1010 WISCONSIN AVENUE NW SUITE 300,WASHINGTON,DC,20007,2029558355,PROPRIETARY,4/21/2000,Y,Y,Y,Y,Y,Y,81,96,81,99,71,61,87,98,94,100,90,100,100,62,52,66,76,83,93,56,11,16
097024,AMEDISYS HOME HEALTH,"1100 H STREET, NW  SUITE # 940",WASHINGTON,DC,20005,2026822200,PROPRIETARY,2/16/1990,Y,Y,Y,Y,Y,Y,76,54,93,100,52,46,79,99,87,96,84,88,100,76,68,75,87,83,98,72,10,22
097052,"HUMAN TOUCH HOME HEALTH CARE AGENCY, INC","1416 9TH STREET, NW",WASHINGTON,DC,20001,2024839111,VOLUNTARY NON-PROFIT - PRIVATE,6/13/2003,Y,Y,Y,Y,Y,Y,69,82,97,90,56,45,87,92,95,199,95,98,93,60,51,62,91,76,199,44,9,23
097063,"PREMIER HEALTHCARE SERVICES, INC","7600 GEORGIA AVENUE, NW   SUITE#323",WASHINGTON,DC,20012,2027233060,PROPRIETARY,1/5/2007,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,201
097036,"IDEAL NURSING SERVICES, INC.","820 UPSHUR STREET, NW",WASHINGTON,DC,20011,2027230304,PROPRIETARY,6/27/1994,Y,Y,Y,N,Y,Y,90,95,100,100,32,8,199,100,100,199,97,100,96,53,46,35,55,199,199,49,199,199
097000,MEDSTAR HEALTH VNA,4301 CONNECTICUT AVENUE 441,WASHINGTON,DC,20008,2028826988,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,95,88,99,99,76,72,98,99,98,97,94,100,99,57,61,59,62,70,93,53,11,19
097057,KBC NURSING AGENCY & HOME HEALTH CARE INC,7506 GEORGIA AVENUE NW UNIT 1,WASHINGTON,DC,20012,2022916973,PROPRIETARY,10/4/2004,Y,Y,Y,N,Y,Y,72,76,100,97,86,83,87,100,100,199,91,88,94,44,40,42,40,60,199,17,14,19
097025,HMI HOME HEALTH DIVISION,1025 VERMONT AVENUE NW SUITE 810,WASHINGTON,DC,20005,2028291111,PROPRIETARY,6/30/1973,Y,Y,Y,N,Y,Y,93,87,97,68,83,67,88,95,94,95,95,99,91,50,58,62,79,62,100,60,17,28
097018,"NURSING ENTERPRISES, INC.","5101 WISCONSIN AVENUE, NW   SUITE 250",WASHINGTON,DC,20016,2025262400,PROPRIETARY,7/29/1987,Y,Y,Y,Y,Y,Y,80,85,98,92,66,53,89,96,99,199,99,97,94,63,42,65,78,73,199,50,15,19
097067,CAPITOL VIEW HOME HEALTH CARE AGENCY,"1025 THOMAS JEFFERSON ST, NW, SUITE 180G",WASHINGTON,DC,20007,2022991109,PROPRIETARY,1/8/2008,Y,Y,Y,Y,Y,Y,91,85,95,96,80,51,95,95,97,199,98,99,97,65,31,62,99,56,199,32,8,19
097053,BERHAN HOME HEALTH CARE AGENCY INC,7826 EASTERN AVENUE NW SUITE LL 16,WASHINGTON,DC,20012,2027231100,VOLUNTARY NON-PROFIT - PRIVATE,10/9/2003,Y,Y,Y,Y,Y,Y,56,59,100,95,57,53,78,98,99,199,76,95,96,52,59,61,58,71,84,62,10,17
087012,"GENERATIONS HOME CARE, INC.","2 READS WAY, SUITE 123",NEW CASTLE,DE,19720,3022761466,VOLUNTARY NON-PROFIT - PRIVATE,3/8/1983,Y,Y,Y,N,N,Y,98,88,100,100,92,97,100,98,99,199,100,100,90,64,70,79,99,91,100,59,10,15
087033,ADDUS HEALTHCARE,"1675 S STATE STREET, SUITE 4C",DOVER,DE,19901,3024244842,PROPRIETARY,9/30/1996,Y,Y,N,N,N,Y,84,84,98,87,60,57,76,99,92,199,86,93,99,54,55,48,70,73,199,45,16,13
087037,"ASTON HOME HEALTH, INC","1021 GILPIN AVENUE, SUITE 202",WILMINGTON,DE,19806,3024213687,PROPRIETARY,12/8/2006,Y,Y,Y,N,Y,Y,92,94,100,100,76,71,100,100,100,100,100,100,98,56,52,70,73,55,199,46,9,17
087026,INTERIM HEALTHCARE OF DELAWARE LLC,"665 S CARTER ROAD, SUITE 1",SMYRNA,DE,19977,3023222743,PROPRIETARY,8/12/1987,Y,Y,Y,N,N,Y,91,53,67,76,54,26,199,61,199,199,199,199,80,199,199,199,199,199,199,199,199,199
087023,BEEBE HOSPITAL HOME HEALTH,20232 ENNIS ROAD,GEORGETOWN,DE,19947,3028545210,VOLUNTARY NON-PROFIT - OTHER,3/22/1985,Y,Y,Y,Y,Y,Y,98,99,100,100,74,73,100,100,100,96,100,100,99,61,65,76,73,78,93,64,12,14
087038,"MAXIM HEALTHCARE SERVICES, INC","1012 STATE COLLEGE ROAD, SUITE 101",DOVER,DE,19904,3027349040,PROPRIETARY,12/14/2006,Y,N,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,201
087039,SAINTS HOME HEALTHCARE,19 VILLAGE SQUARE,SMYRNA,DE,19977,3028832047,PROPRIETARY,6/1/2007,Y,Y,Y,N,Y,Y,98,92,98,98,80,77,99,99,99,100,98,97,99,53,64,65,69,71,92,57,7,14
087035,MAXIM HEALTHCARE SERVICES,"1409 FOULK ROAD, SUITE 203",WILMINGTON,DE,19803,3024783434,PROPRIETARY,10/9/2003,Y,N,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,201
087042,CARING ANGELS HOME HEALTH,201 N MAIN STREET,SMYRNA,DE,19977,3026538435,PROPRIETARY,5/4/2012,Y,Y,Y,N,Y,Y,95,98,100,100,88,83,100,98,100,199,100,100,100,50,82,70,88,74,199,66,8,18
087002,CHRISTIANA CARE VNA/NEW CASTLE,"ONE READ'S WAY, SUITE 100",NEW CASTLE,DE,19720,3023275200,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,87,84,85,100,76,62,92,99,99,99,95,96,99,55,50,60,63,63,76,44,10,16
087024,BAYHEALTH HOME CARE,560 S GOVERNORS AVENUE,DOVER,DE,19904,3027447300,VOLUNTARY NON-PROFIT - OTHER,6/6/1985,Y,Y,Y,Y,N,N,86,96,98,98,76,73,71,97,99,199,70,96,98,61,58,66,70,75,94,55,11,11
087022,ST. FRANCIS HOME CARE,1070 JUSTISON STREET,WILMINGTON,DE,19801,3025758240,VOLUNTARY NON-PROFIT - CHURCH,3/13/1985,Y,Y,Y,Y,Y,Y,96,88,95,100,74,74,95,93,98,98,94,97,100,63,49,64,53,61,84,53,12,15
087040,"SOUTHEASTERN HOME HEALTH SERVICES OF DELAWARE, LLC","5239 W WOODMILL DRIVE, SUITE 49",WILMINGTON,DE,19808,3029998864,PROPRIETARY,9/23/2008,Y,Y,N,Y,Y,Y,90,94,97,100,89,89,97,99,99,199,98,100,100,52,60,51,64,84,199,42,15,17
087301,CHRISTIANA CARE VISITING NURSE ASSN,2116 SOUTH DUPONT HIGHWAY SUITE 2,CAMDEN,DE,19934,3026984300,VOLUNTARY NON-PROFIT - OTHER,7/1/2001,Y,Y,Y,Y,Y,Y,92,88,92,99,72,60,94,96,99,96,95,100,99,55,50,59,66,60,86,38,11,16
087007,AMEDISYS HOME HEALTH,"1221 COLLEGE PARK DRIVE, STE 203",DOVER,DE,19904,3026784764,PROPRIETARY,10/17/1978,Y,Y,Y,Y,Y,Y,93,100,98,99,77,70,89,99,99,100,89,100,100,57,54,68,70,60,90,49,12,14
087027,HEARTLAND HOME HEALTH CARE AND HOSPICE,"256 CHAPMAN ROAD, SUITE 102",NEWARK,DE,19702,3027377080,PROPRIETARY,9/29/1989,Y,Y,Y,Y,Y,Y,82,97,99,99,86,84,91,99,97,97,92,99,100,56,52,66,69,62,199,55,8,12
087009,"GENERATIONS HOME CARE, INC.",205 E. MARKET STREET,GEORGETOWN,DE,19947,3028567774,VOLUNTARY NON-PROFIT - OTHER,11/1/1982,Y,Y,Y,Y,N,Y,89,98,99,99,64,65,98,99,99,97,99,96,98,52,68,61,69,63,88,48,17,14
087021,"BAYADA HOME HEALTH CARE, INC","750 SHIPYARD DRIVE, SUITE 100",WILMINGTON,DE,19801,3026583000,PROPRIETARY,7/1/1985,Y,Y,Y,Y,Y,Y,90,89,93,95,78,70,93,98,97,97,92,87,99,59,54,68,69,71,93,54,9,17
087036,PENINSULA HOME CARE AT NANTICOKE,501 HEALTH SERVICES DRIVE,SEAFORD,DE,19973,3026294914,PROPRIETARY,1/13/2005,Y,Y,Y,N,Y,Y,98,92,98,100,84,87,95,99,98,97,97,100,100,56,52,66,60,54,79,48,17,14
087016,NEURO CARE CONSULTANTS,"201 RUTHAR DRIVE, STE 5, FORUM 2000",NEWARK,DE,19711,3027386400,PROPRIETARY,5/10/1984,Y,Y,Y,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
087041,RESCARE HOME CARE,908B CHURCHMANS ROAD EXT,NEW CASTLE,DE,19720,3023231436,PROPRIETARY,2/10/2011,Y,Y,Y,Y,N,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
087034,AMEDISYS HOME HEALTH,21309 BERLIN ROAD,GEORGETOWN,DE,19947,3028550310,PROPRIETARY,5/2/2003,Y,Y,Y,Y,Y,Y,96,90,93,100,81,71,94,99,96,100,80,94,100,61,48,70,74,75,92,62,11,17
103186,"ALLEANZA HEALTH CARE ASSOCIATES, LLC",15190 SW 136TH STREET SUITE 32,MIAMI,FL,33196,3052381441,PROPRIETARY,5/3/2013,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
109248,NURSING CARE PRN INC,5545 SW 8TH ST STE 203,MIAMI,FL,33134,3057047533,PROPRIETARY,4/23/2009,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,4,15
103192,AMERIVITA HOME CARE INC,8810 COMMODITY CIR UNIT 36,ORLANDO,FL,32819,4074627670,PROPRIETARY,3/12/2013,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
107761,HOME BOUND CARE INC,340 NW 183RD STREET,MIAMI,FL,33169,3056523100,PROPRIETARY,3/25/2003,Y,Y,N,N,N,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199
103161,"MATRIX HOME CARE, LLC",9250 BAY PLAZA BLVD SUITE 320,TAMPA,FL,33619,9417520808,PROPRIETARY,1/14/2013,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
103163,SENIOR HEARTS HOME HEALTH AGENCY,4400 N FEDERAL HWY STE 32,BOCA RATON,FL,33431,5619614809,PROPRIETARY,11/21/2012,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
103162,MEMORIAL HEALTH CARE SERVICES INC,12525 ORANGE DR STE 707,DAVIE,FL,33330,9546368600,PROPRIETARY,10/26/2012,Y,Y,Y,Y,N,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
103193,ACCREDITED HOME HEALTH CARE OF BROWARD I,7101 W COMMERICAL BLVD STE 4-D,TAMARAC,FL,33319,9547205040,PROPRIETARY,3/21/2013,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
108288,MASTER SUPERIOR HOME CARE SERVICES INC,5545 SW 8TH STREET UNIT 201,MIAMI,FL,33134,3052292662,PROPRIETARY,4/25/2006,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199
109561,BREEZE HEALTH CARE INC,19501 NE 10TH AVENUE BLDG 1 SUITE C,NORTH MIAMI BEACH,FL,33179,3056553461,PROPRIETARY,8/20/2010,Y,Y,N,N,N,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199
103147,SHUAYB HOME HEALTH LLC,3373 MARINER BLVD,SPRING HILL,FL,34609,3522775934,PROPRIETARY,11/9/2012,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,7,11
109133,"COMFORT ZONE HEALTH CARE, INC.",3801 N UNIVERSITY DR STE 403,SUNRISE,FL,33351,9545989187,PROPRIETARY,12/18/2008,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
