"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Nursing Care Services","Physical Therapy Services","Occupational Therapy Services","Speech Pathology Services","Medical Social Services","Home Health Aide Services","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients whose bladder control improves","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who are short of breath less often","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who stay at home after an episode of home health care ends"
"459124","BEST HEALTH CARE SERVICES","7100 REGENCY SQUARE SUITE 272","HOUSTON","TX","77036","7137852005","Proprietary",2/13/1997 0:00:00,"Y","Y","Y","Y","Y","Y",27,34,48,44,54,40,50,47,5,50
"679547","BEST HEALTHCARE LLC","1301 GUSTAVUS STREET","LAREDO","TX","78045","9563195226","Proprietary",9/7/2006 0:00:00,"Y","N","N","N","Y","N",201,201,201,201,201,201,201,201,201,201
"457107","BEST HOME CARE","1900 GREGG STREET SUITE C","BIG SPRING","TX","79720","4322633851","Proprietary",6/17/1977 0:00:00,"Y","Y","Y","Y","Y","Y",30,32,20,52,48,38,29,38,28,53
"108178","BEST HOME CARE CORPORATION","9500 NW 77TH AVENUE, STE 19","HIALEAH GARDENS","FL","33016","3053640017","Proprietary",8/3/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"157546","BEST HOME CARE OF INDIANA","3520 GUION ROAD, STE 308","INDIANAPOLIS","IN","46222","3179207144","Proprietary",12/12/2002 0:00:00,"Y","Y","Y","Y","Y","Y",39,48,41,51,52,54,48,30,28,64
"197086","BEST HOME HEALTH","802 N 31ST STREET","MONROE","LA","71201","3183235594","Proprietary",5/23/1983 0:00:00,"Y","Y","Y","N","Y","Y",28,30,29,36,49,34,29,48,24,43
"537831","BEST HOME HEALTH","1575 S HWY 150","EVANSTON","WY","82930","3077892899","Proprietary",12/16/2004 0:00:00,"Y","Y","Y","Y","Y","Y",41,199,199,47,56,199,28,31,26,61
"367792","BEST NURSING CARE, INC","2101 SOUTH HAMILTON ROAD, SUITE 105","COLUMBUS","OH","43232","6147519500","Proprietary",5/7/2002 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,51,46,40
"108102","BEST SERVICE HOME HEALTH CARE, LLC","9000 SW 87TH COURT, SUITE 107B","MIAMI","FL","33176","3055985040","Proprietary",10/7/2004 0:00:00,"Y","Y","Y","Y","Y","Y",36,47,14,81,53,46,41,20,18,76
"459476","BEST STAR HOME HEALTH INC","ONE EMPIRE BLDG 1140 EMPIRE CEN DR #210","DALLAS","TX","75247","2146317827","Proprietary",11/10/1999 0:00:00,"Y","Y","Y","Y","Y","Y",41,55,46,73,71,51,64,33,5,63
"057368","BESTCARE CENTRAL COAST HHA","277 SOUTH STREET, SUITE W","SAN LUIS OBISPO","CA","93401","8057828600","Voluntary Non Profit - Private",1/30/1997 0:00:00,"Y","Y","Y","Y","Y","Y",44,62,49,59,73,47,67,16,13,85
"679231","BESTCARE HEALTH SERVICES INC","5800 KELL WEST BOULEVARD SUITE 500","WICHITA FALLS","TX","76310","9406929824","Proprietary",3/5/2003 0:00:00,"Y","Y","Y","Y","Y","Y",30,199,199,199,56,199,47,49,36,43
"057214","BESTCARE HHA","770 E SHAW, STE 112","FRESNO","CA","93710","5592480131","Voluntary Non Profit - Private",6/1/1978 0:00:00,"Y","Y","Y","Y","Y","Y",45,52,56,64,76,45,64,5,9,95
"459495","BESTCARE HOME HEALTH INC","15100 TRINITY BOULEVARD SUITE 400","RICHLAND HILLS","TX","76118","8174696066","Proprietary",8/3/2000 0:00:00,"Y","Y","Y","Y","Y","Y",21,21,31,41,23,20,22,35,33,54
"557741","BESTCARE SOUTHERN CALIFORNIA HOME HEALTH AGENCY","1919 SANTA MONICA BLVD SUITE 250","SANTA MONICA","CA","90404","3108298825","Voluntary Non Profit - Religious Affiliations",5/21/1996 0:00:00,"Y","Y","Y","Y","Y","Y",49,56,65,69,70,57,70,15,14,85
"453101","BESTIN MEDICAL GROUP INC","15215 LA MANCHA DR","HOUSTON","TX","77083","2815304333","Proprietary",5/6/2004 0:00:00,"Y","Y","Y","Y","Y","Y",30,23,26,22,48,24,22,19,9,73
"679386","BESTWAY HOME HEALTH CORPORATION","9311 MEADOW BRANCH COURT","HOUSTON","TX","77095","2815502928","Proprietary",11/21/2003 0:00:00,"Y","Y","Y","Y","Y","Y",50,45,27,81,92,27,31,20,5,79
"277058","BETA FACTOR HOME CARE INC","3212 BUSCH AVE","BUTTE","MT","59701","4064940039","Voluntary Non Profit - Private",1/25/1988 0:00:00,"Y","Y","Y","Y","Y","Y",36,49,199,55,54,32,27,31,16,63
"677912","BETA HOME HEALTH SERVICES INC","10925 ESTATE LANE #385","DALLAS","TX","75238","9727554198","Proprietary",4/26/2006 0:00:00,"Y","Y","Y","N","Y","Y",201,201,201,201,201,201,201,201,201,201
"337192","BETH ABRAHAM HEALTH SVS CHHA","2275 OLINVILLE AVENUE","BRONX","NY","10467","7185155500","Voluntary Non Profit - Religious Affiliations",9/19/1983 0:00:00,"Y","Y","Y","Y","Y","Y",35,44,48,48,53,40,46,67,38,27
"557619","BETHANY HOME CARE (PARENT)","11481 HEACOCK STREET,  SUITE 130","MORENO VALLEY","CA","92557","9519247751","Proprietary",11/13/1995 0:00:00,"Y","Y","Y","Y","Y","Y",37,42,45,59,62,38,56,25,7,70
"679139","BETHANY HOME HEALTH","4928 NORTH ST","NACOGDOCHES","TX","75965","9365692949","Voluntary Non Profit - Private",5/31/2002 0:00:00,"Y","Y","Y","Y","Y","Y",44,40,35,53,56,40,39,53,26,43
"459368","BETHANY HOME HEALTH","18333 PRESTON ROAD SUITE 410","DALLAS","TX","75252","8173365411","Proprietary",8/6/1997 0:00:00,"Y","Y","Y","Y","Y","Y",33,45,199,73,38,199,34,30,13,59
"557154","BETHANY HOME HEALTH CARE","709 E COLORADO BLVD SUITE 210","PASADENA","CA","91101","6266839778","Proprietary",11/15/1991 0:00:00,"Y","Y","Y","Y","Y","Y",26,31,29,36,57,20,48,26,17,70
"673116","BETHANY HOME HEALTH SERVICES","3600 AVE F SUITE B","BAY CITY","TX","77414","9792445265","Proprietary",1/20/2005 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,55,48,39
"679529","BETHANY HOME HEALTH SERVICES","317 W PANOLA","CARTHAGE","TX","75633","9035530056","Proprietary",8/9/2006 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"677818","BETHEL HOME CARE","1709 LAKE BLUFF DRIVE","GARLAND","TX","75043","2145007491","Proprietary",2/24/2006 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"337211","BETHEL LONG TERM HOME HEALTH CARE","19 NARRAGANSETT AVE","OSSINING","NY","10562","9149411300","Voluntary Non Profit - Private",12/6/1985 0:00:00,"Y","Y","Y","Y","Y","Y",43,27,199,199,50,31,31,56,52,33
"077113","BETHEL VNA INC","1 SCHOOL ST","BETHEL","CT","06801","2037920864","Voluntary Non Profit - Other",10/1/1974 0:00:00,"Y","Y","Y","Y","Y","Y",34,61,62,74,69,54,69,37,28,60
"247019","BETHESDA HOME HEALTH","1604 SOUTH FIRST STREET","WILLMAR","MN","56201","3202358364","Voluntary Non Profit - Religious Affiliations",2/10/1994 0:00:00,"Y","Y","Y","Y","N","Y",29,199,199,199,55,199,199,34,34,60
"673165","BETHESDA HOME HEALTH CARE PLLC","717 CARVER STREET","MESQUITE","TX","75149","9722161818","Proprietary",3/24/2005 0:00:00,"Y","Y","Y","Y","Y","Y",39,44,64,77,68,56,67,24,14,72
"237454","BETHHAROLD HOME HEALTH CARE","15565 NORTHLAND DR.","SOUTHFIELD","MI","48075","2484233300","Proprietary",12/28/2000 0:00:00,"Y","Y","Y","Y","Y","Y",12,15,22,49,28,8,36,17,16,78
"107736","BETTER @ HOME HEALTHCARE PROFESSIONAL","2441 E FORT KING STREET BDG 100","OCALA","FL","34471","3526948100","Proprietary",10/31/2002 0:00:00,"Y","Y","Y","Y","Y","Y",48,59,46,60,69,51,67,24,16,72
"108160","BETTER CARE HOME HEALTH SERVICES INC","7951 SW 6TH STREET, SUITE 107","PLANTATION","FL","33324","9544749545","Proprietary",4/20/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"197204","BETTER CARE HOME HEALTH, INC.","2735 CULPEPPER ROAD","ALEXANDRIA","LA","71301","3184734676","Proprietary",10/2/1986 0:00:00,"Y","Y","Y","Y","Y","Y",52,64,58,60,70,39,67,25,5,73
"057753","BETTER HEALTH H C","2032 MARENGO ST 120 ANNEX BLDG","LOS ANGELES","CA","90033","3232243500","Proprietary",5/22/1986 0:00:00,"Y","Y","Y","Y","Y","Y",50,59,199,70,80,44,60,31,12,62
"368100","BETTER HOME CARE SERVICES, INC","4770 INDIANOLA AVENUE, SUITE 150","COLUMBUS","OH","43214","6148889375","Proprietary",5/31/2005 0:00:00,"Y","N","N","N","N","Y",59,199,199,43,37,199,49,18,15,76
"058108","BEVERLY HILLS H H CARE, INC","292 S LA CIENEGA BLVD SUITE 325","BEVERLY HILLS","CA","90211","3106597950","Proprietary",3/13/2002 0:00:00,"Y","Y","Y","Y","Y","Y",39,58,38,77,70,40,59,17,17,81
"557526","BEVERLY HOSP HOME HEALTH","105 W BEVERLY BLVD","MONTEBELLO","CA","90640","3238875022","Voluntary Non Profit - Private",4/25/1995 0:00:00,"Y","Y","Y","Y","Y","Y",39,54,58,72,67,38,55,26,26,72
"679318","BEXAR CARE HOME HEALTH INC","1543 W CONTOUR SUITE 201","SAN ANTONIO","TX","78212","2108222048","Proprietary",8/6/2003 0:00:00,"Y","Y","Y","Y","Y","N",25,31,24,55,59,61,40,42,17,57
"679127","BEYAMAR HOME HEALTH CARE INC","3031 WEST ALBERTA","EDINBURG","TX","78539","9566311408","Proprietary",4/26/2002 0:00:00,"Y","Y","Y","Y","Y","Y",33,30,21,42,58,34,25,35,17,55
"679335","BEYONDFAITH HOMECARE & REHAB LLC","310 EAST I 30 SUITE 260","GARLAND","TX","75043","9722038200","Proprietary",9/4/2003 0:00:00,"Y","Y","Y","Y","Y","Y",40,50,38,55,63,45,52,37,31,57
"677917","BEYONDFAITH HOMECARE & REHAB OF GRAHAM LLC","604 OAK STREET # 102","GRAHAM","TX","76450","9405210300","Proprietary",4/27/2006 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"679374","BEYONDFAITH HOMECARE & REHAB, LLC","5760 40TH ST SUITE A-1","LUBBOCK","TX","79407","8067985683","Proprietary",11/3/2003 0:00:00,"Y","Y","Y","Y","Y","Y",55,69,59,62,83,60,71,30,22,68
"497612","BG HEALTHCARE SERVICES, INC","450 WEST BROAD ST SUITE 304","FALLS CHURCH","VA","22046","7035330311","Proprietary",8/17/2006 0:00:00,"Y","Y","N","N","N","Y",201,201,201,201,201,201,201,201,201,201
"147776","BI-STATE HOME HEALTH","2105 VANDALIA, SUITE 5","COLLINSVILLE","IL","62234","6183430325","Proprietary",8/4/2004 0:00:00,"Y","Y","Y","Y","Y","N",44,65,51,59,63,47,55,28,25,69
"017082","BIBB MEDICAL CTR HOME HEALTH","142 PIERSON AVENUE","CENTREVILLE","AL","35042","2059263211","Government - State/County",11/7/1991 0:00:00,"Y","Y","Y","Y","Y","Y",51,53,43,70,70,40,64,43,31,53
"457960","BIENESTAR HOME HEALTH SERVICES","9927 MONTANA AVE","EL PASO","TX","79925","9155990242","Proprietary",12/29/2005 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,26,29,68
"457686","BIG BEND REGIONAL MEDICAL CENTER HOME HEALTH AGENC","2600 HWY 118 NORTH","ALPINE","TX","79830","4328373467","Proprietary",9/24/1984 0:00:00,"Y","Y","N","N","N","Y",40,62,56,72,67,41,66,30,22,62
"108060","BIG LAKE HOME HEALTH SERVICES, INC","300 NW 5TH STREET, STE 302","OKEECHOBEE","FL","34972","8634679997","Proprietary",6/3/2004 0:00:00,"Y","Y","N","N","N","Y",46,87,59,70,74,42,62,39,5,54
"277082","BIG SANDY MC HOME HEALTH","166 MONTANA AVE E","BIG SANDY","MT","59520","4063782188","Government - Local",7/19/1995 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"248065","BIGFORK VALLEY HOME CARE","258 PINE TREE DRIVE PO BOX 258","BIGFORK","MN","56628","2187431004","Government - Local",12/31/1998 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,19,23,73
"677830","BIO CARE HOME HEALTH SERVICES INC","8035 EAST R L THORNTON FREEWAY SUITE 603","DALLAS","TX","75228","2143271700","Proprietary",3/7/2006 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"677866","BIO HOME HEALTH SERVICES INC","12807 ROYAL DRIVE SUITE 104","STAFFORD","TX","77477","2819802262","Proprietary",3/21/2006 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"267276","BJC HOME CARE SERVICES","9890 CLAYTON ROAD, SUITE 220","LADUE","MO","63124","3149531840","Voluntary Non Profit - Other",9/1/1988 0:00:00,"Y","Y","Y","Y","Y","Y",39,62,50,61,64,36,62,29,21,68
"368050","BLACK STONE HOME HEALTHCARE","3055 KETTERING BLVD, SUITE 314","DAYTON","OH","45439","9374241370","Proprietary",3/26/2004 0:00:00,"Y","Y","Y","Y","Y","Y",36,53,43,46,54,40,43,47,40,49
"277096","BLACKFEET HOME HEALTH AGENCY","5525 HAUL RD","BROWNING","MT","59417","4063383614","Voluntary Non Profit - Private",12/12/2002 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199
"347097","BLADEN COUNTY HOME HEALTH AGEN","300 MERCER ROAD, PO BOX 189","ELIZABETHTOWN","NC","28337","9108626901","Government - State/County",9/24/1979 0:00:00,"Y","Y","N","Y","Y","Y",38,54,46,70,62,38,75,31,32,63
"677944","BLEDKOB HOME HEALTH AGENCY INC","1314 WINECUP COURT","ALLEN","TX","75002","2145470736","Proprietary",6/1/2006 0:00:00,"Y","Y","N","N","Y","Y",201,201,201,201,201,201,201,201,201,201
"457826","BLESSED HEALTHCARE INC","13401 SOUTHWEST FREEWAY    SUITE 101","SUGAR LAND","TX","77478","2814940412","Proprietary",5/23/2005 0:00:00,"Y","Y","Y","Y","Y","N",16,15,47,12,46,21,9,26,6,71
"178059","BLESSED TRINITY HOME HEALTH CARE INC","1400 SOUTH 130TH STREET","BONNER SPRINGS","KS","66012","9137219856","Proprietary",2/24/2004 0:00:00,"Y","Y","Y","N","N","Y",51,59,61,68,65,40,58,28,13,68
"679297","BLESSING HEALTHCARE SERVICES LTD CO","101 EAST CORPORATE DRIVE SUITE #210","LEWISVILLE","TX","75067","9723158030","Proprietary",6/23/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"147031","BLESSING HOME CARE","BROADWAY AT 14TH","QUINCY","IL","62305","2172238400","Voluntary Non Profit - Private",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",34,59,30,64,54,37,43,17,15,80
"679482","BLESSINGS HOME HEALTH AGENCY","3149 NORTH US HIGHWAY 67 SUITE C","MESQUITE","TX","75150","9726987451","Proprietary",5/14/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,53,5,47
"677646","BLESSINGS HOMECARE SERVICES INC","3845 FM 1960 W SUITE 345","HOUSTON","TX","77068","2814401001","Proprietary",7/22/1993 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"157011","BLOOMINGTON HOSPITAL HOME HEALTH SERVICES","333 E MILLER DR,  PO BOX 1149","BLOOMINGTON","IN","47402","8123533104","Voluntary Non Profit - Other",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",42,63,54,64,68,42,68,19,20,76
"677807","BLOSSOM  HOME HEALTHCARE SERVICES","9254 FOREST LANE  #501","DALLAS","TX","75243","2145538770","Proprietary",2/14/2006 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"447469","BLOUNT MEMORIAL HOME HEALTH","1095 EAST LAMAR ALEXANDER PKWY","MARYVILLE","TN","37804","8659812160","Government - State/County",6/8/1984 0:00:00,"Y","Y","Y","Y","Y","Y",32,60,37,53,63,41,64,18,18,81
"397105","BLUE MOUNTAIN HOME HEALTH CARE","800 MAHONING STREET","LEHIGHTON","PA","18235","6103777157","Voluntary Non Profit - Private",11/2/1977 0:00:00,"Y","Y","Y","Y","Y","Y",41,47,57,59,56,37,55,21,21,78
"387045","BLUE MOUNTAIN HOSPITAL HHA","170 FORD ROAD","JOHN DAY","OR","97845","5415751648","Government - Local",1/21/1980 0:00:00,"Y","Y","N","N","N","Y",51,61,31,61,74,35,76,16,15,80
"347181","BLUE RIDGE HOME HEALTH AGENCY","201 S GERMAIN ST","VALDESE","NC","28690","8285806450","Voluntary Non Profit - Private",3/8/1990 0:00:00,"Y","Y","Y","Y","Y","Y",45,55,48,54,60,28,61,31,23,65
"058247","BLUE STAR HOME HEALTH INC","20953 DEVONSHIRE BLVD SUITE 3","CHATSWORTH","CA","91311","8187727600","Proprietary",4/10/2004 0:00:00,"Y","Y","Y","Y","Y","Y",43,58,43,77,64,33,62,27,5,69
"453141","BLUEBONNET HOME CARE","307 LONDONDERRY","WACO","TX","76710","2547725577","Proprietary",8/19/2004 0:00:00,"Y","Y","Y","Y","Y","Y",39,38,17,26,42,30,19,33,31,58
"677833","BLUEBONNET HOME CARE","204 NORTH MAIN STREET","QUITMAN","TX","75783","8667632058","Proprietary",2/24/2006 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"679361","BLUEBONNET HOME CARE","1214 PRIMROSE","DENTON","TX","76201","9403810055","Proprietary",10/6/2003 0:00:00,"Y","Y","Y","Y","Y","Y",34,37,28,55,46,32,29,54,35,38
"108228","BLUECARE HOME HEALTH SERVICES, INC","175 FONTIANEBLEAU BLVD, STE 2M5","MIAMI","FL","33172","3052071700","Proprietary",8/23/2005 0:00:00,"Y","Y","Y","Y","Y","Y",33,50,199,78,64,37,66,6,7,84
"157166","BLUFFTON REGIONAL MEDICAL CENTER HOME HEALTH CARE","1100 SOUTH MAIN STREET","BLUFFTON","IN","46714","2608247406","Proprietary",10/31/1985 0:00:00,"Y","Y","Y","N","Y","Y",29,54,59,81,58,44,65,25,29,70
"157496","BMO HOME HEALTH CARE INC","1970 GRANT STREET","GARY","IN","46402","2199779099","Proprietary",1/17/1997 0:00:00,"Y","Y","N","N","Y","Y",16,27,199,199,51,199,20,43,35,57
"677861","BMX HOME CARE SERVICES","10204 FOREST LANE","DALLAS","TX","75243","2143436776","Proprietary",3/9/2006 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"108146","BOCA HOME CARE INC","4700 NW 2ND AVENUE, #402","BOCA RATON","FL","33431","5616209966","Government - State/County",3/9/2005 0:00:00,"Y","Y","Y","Y","Y","Y",45,58,56,52,68,47,67,26,23,69
"237264","BON SECOURS HOME CARE","25901 JEFFERSON","ST CLAIR SHORES","MI","48081","8104984349","Voluntary Non Profit - Religious Affiliations",12/7/1994 0:00:00,"Y","Y","Y","N","Y","Y",50,51,79,54,67,48,78,27,18,70
"497245","BON SECOURS HOME CARE","845 RODMAN AVENUE","PORTSMOUTH","VA","23707","7578894640","Voluntary Non Profit - Religious Affiliations",10/11/1979 0:00:00,"Y","Y","Y","Y","Y","Y",39,43,52,60,58,35,61,29,24,67
"497026","BON SECOURS HOME CARE","8580 MAGELLAN PARKWAY BUILDING IV","RICHMOND","VA","23227","8046275200","Voluntary Non Profit - Religious Affiliations",7/12/1985 0:00:00,"Y","Y","Y","Y","Y","Y",38,60,62,60,61,39,74,19,17,79
"679368","BONA CARE INC","9894 BISSONNET STREET SUITE 916","HOUSTON","TX","77036","7132729772","Proprietary",10/7/2003 0:00:00,"Y","Y","Y","Y","Y","Y",5,23,25,13,35,15,16,21,8,65
"147023","BOND COUNTY HEALTH DEPARTMENT","503 S PRAIRIE","GREENVILLE","IL","62246","6186645020","Government - State/County",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",39,52,34,68,63,38,59,10,15,89
"137032","BONNER GENERAL HOSPITAL HOME HEALTH","602 N 3RD AVE","SANDPOINT","ID","83864","2082651007","Voluntary Non Profit - Private",5/24/1984 0:00:00,"Y","Y","Y","Y","Y","Y",34,55,24,46,61,39,45,25,23,73
"287056","BOONE COUNTY HEALTH CENTER","632 WEST FAIRVIEW, PO BOX 151","ALBION","NE","68620","4023952191","Government - State/County",10/19/1989 0:00:00,"Y","Y","Y","Y","N","N",23,199,199,59,63,199,199,43,39,48
"047803","BOONE COUNTY HEALTH UNIT","1622 CAMPUS DRIVE","HARRISON","AR","72601","8707436001","Government - State/County",7/1/1966 0:00:00,"Y","Y","Y","Y","N","Y",25,55,34,40,50,29,36,38,34,59
"267047","BOONE HOSPITAL HOME CARE","3315 BERRYWOOD DR , SUITE 102","COLUMBIA","MO","65201","5738750555","Voluntary Non Profit - Private",10/1/1973 0:00:00,"Y","Y","Y","Y","Y","Y",41,58,54,47,65,39,69,23,22,73
"517097","BOONE MEMORIAL HOSP HOME CARE","701 MADISON AVENUE","MADISON","WV","25130","3043691385","Government - State/County",4/6/1995 0:00:00,"Y","Y","Y","N","N","Y",43,57,32,51,47,19,59,28,24,66
"047171","BOONEVILLE COMMUNITY HOSPITAL HOME HEALTH","880 WEST MAIN","BOONEVILLE","AR","72927","4796752800","Government - Local",7/3/2003 0:00:00,"Y","Y","N","Y","N","Y",29,50,199,85,70,199,53,39,15,54
"679415","BORDER HOME CARE OF EL PASO","5927 CROMO DRIVE","EL PASO","TX","79912","9158335100","Proprietary",1/14/2004 0:00:00,"Y","Y","Y","Y","Y","Y",35,60,64,80,75,46,81,23,15,70
"679370","BORDER HOME HEALTH INC","820 W PRICE ROAD","BROWNSVILLE","TX","78520","9565482900","Proprietary",10/9/2003 0:00:00,"Y","Y","Y","N","Y","Y",27,42,15,60,43,31,50,40,19,57
"237006","BORGESS VISITING NURSES","348 NORTH BURDICK ST","KALAMAZOO","MI","49007","2693431396","Voluntary Non Profit - Other",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",40,49,56,57,62,39,64,20,6,77
"267205","BOTHWELL REG HLT CTR HC SERV","3143 WEST BROADWAY","SEDALIA","MO","65301","6608279580","Government - Local",7/23/1984 0:00:00,"Y","Y","Y","Y","Y","Y",38,68,45,54,60,30,53,20,18,75
"297047","BOULDER CITY HOSP HOME HEALTH","901 ADAMS BLVD","BOULDER CITY","NV","89005","7022932332","Voluntary Non Profit - Other",4/21/1993 0:00:00,"Y","Y","Y","Y","Y","Y",32,39,36,61,55,22,57,13,15,81
"067156","BOULDER COMMUNITY HOMECARE","311 MAPLETON AVENUE","BOULDER","CO","80301","3034410444","Voluntary Non Profit - Private",5/1/1986 0:00:00,"Y","Y","Y","Y","Y","Y",45,40,47,54,65,33,59,13,17,84
"147813","BOWES IN-HOME CARE, INC","20 SOUTH GROVE STREET, SUITE 202","CARPENTERSVILLE","IL","60110","8477425757","Proprietary",6/17/2005 0:00:00,"Y","Y","Y","Y","Y","Y",16,25,37,38,48,33,59,31,5,62
"677028","BOWIE MEMORIAL HOSPITAL HOME HEALTH","1001 ROCK STREET","BOWIE","TX","76230","9408726167","Voluntary Non Profit - Other",12/4/1985 0:00:00,"Y","Y","Y","Y","Y","Y",26,35,23,47,53,15,24,30,28,64
"058217","BRADBOURNE HEALTHCARE, INC","16029 ARROW HIGHWAY SUITE B","IRWINDALE","CA","91706","6268140200","Proprietary",11/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",36,50,56,76,65,41,67,32,5,61
"047140","BRADLEY CO MEDICAL CTR HH","204 BRAGG STREET","WARREN","AR","71671","8702263790","Voluntary Non Profit - Private",1/20/1993 0:00:00,"Y","Y","Y","Y","N","Y",41,45,39,54,65,43,52,48,28,46
"047804","BRADLEY COUNTY HEALTH UNIT","208 NORTH BRAGG STREET","WARREN","AR","71671","8702266990","Government - State/County",7/1/1966 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,46,23,52
"447269","BRADLEY MEMORIAL HOSPITAL HHA","175 24TH ST","CLEVELAND","TN","37311","4235596092","Proprietary",2/3/1984 0:00:00,"Y","Y","Y","Y","Y","Y",32,63,58,56,43,27,52,33,19,63
"677455","BRADY HEALTH CARE SERVICES INC","1700 SOUTH BRIDGE STREET","BRADY","TX","76825","3255973994","Proprietary",1/28/1992 0:00:00,"Y","Y","Y","Y","N","Y",26,30,41,59,51,42,42,53,33,41
"517062","BRAXTON CO MEM HOSP TLC, HHA","100 HOYLMAN DR","GASSAWAY","WV","26624","3043641063","Voluntary Non Profit - Private",3/14/1986 0:00:00,"Y","Y","N","N","Y","Y",57,74,44,55,59,39,61,18,20,79
"673123","BRAZOS VALLEY HOME HEALTH SERVICES","3900 SOUTH HIGHWAY 6  SUITE #109B","COLLEGE STATION","TX","77845","9794858252","Proprietary",2/10/2005 0:00:00,"Y","Y","N","Y","N","Y",199,199,199,199,199,199,199,73,50,21
"458370","BRAZOSPORT REGIONAL HOME HEALTH","100 MEDICAL DRIVE","LAKE JACKSON","TX","77566","9792993236","Government - Local",4/17/1995 0:00:00,"Y","Y","Y","Y","Y","Y",29,40,31,62,62,28,61,32,22,63
"107289","BRCH HOME HEALTH SVCS","640 GLADES ROAD","BOCA RATON","FL","33431","5613934040","Voluntary Non Profit - Private",2/19/1990 0:00:00,"Y","Y","Y","Y","Y","Y",28,56,56,54,58,44,52,24,18,67
"187023","BREATHITT COUNTY HHA","359 BROADWAY STREET","JACKSON","KY","41339","6066668052","Government - State/County",2/14/1969 0:00:00,"Y","Y","Y","Y","N","Y",41,60,46,43,55,26,36,52,5,43
"187118","BRECKINRIDGE MEM. HOSP. HHA","1011 OLD HIGHWAY 60 EAST","HARDINSBURG","KY","40143","2707562662","Voluntary Non Profit - Other",7/15/1985 0:00:00,"Y","Y","N","Y","N","Y",35,59,10,56,42,28,36,25,29,74
"367102","BRIDGE HOME HEALTH AND HOSPICE","15100 BIRCHAVEN LANE","FINDLAY","OH","45840","4194235351","Voluntary Non Profit - Private",5/23/1967 0:00:00,"Y","Y","Y","Y","Y","Y",35,45,39,51,55,34,64,30,21,65
"368091","BRIDGE OF LIGHT HEALTH SERVICES, LLC","4241 DONLYN COURT","COLUMBUS","OH","43232","6147513730","Proprietary",2/16/2005 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199
"108173","BRIDGES HOME HEALTH , INC","1955 MARAVILLA AVENUE, UNIT 1","FORT MYERS","FL","33901","2392757717","Proprietary",6/13/2005 0:00:00,"Y","Y","Y","Y","Y","Y",56,56,47,65,73,46,73,21,23,78
"367737","BRIDGESHOME HEALTH CARE","110 HIGHLAND DRIVE","MEDINA","OH","44256","3307641000","Voluntary Non Profit - Other",6/4/1997 0:00:00,"Y","Y","Y","Y","Y","Y",35,60,41,70,53,37,62,32,29,62
"458178","BRIDGEWAY HEALTH SERVICES INC","912 WRIGHT STREET STE C","ARLINGTON","TX","76012","8174613839","Proprietary",11/2/1994 0:00:00,"Y","Y","Y","Y","Y","Y",33,48,34,54,63,47,51,33,24,60
